id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms
1553,105,,,,,"NE 1/4 NE 1/4 sec. 18, T. 2 N., R. 13 W.","['T. 2 N., R. 13 W., sec. 18']",Tujunga Creek,Los Angeles County,,10/01/1920-09/30/1921,Daily,second-feet,Stream Discharge,"['stream discharge', 'second-feet', 'daily', 'discharge']"
1573,183,38.0611,-120.7056,,,"Woodbridge, California","['NE 1/4 sec. 34, T. 4 N., R. 6 E.']",WOODBRIDGE CANAL,,Calaveras County,10/01/1927-09/30/1928,Daily,second-feet,Stream Discharge,"['Canal', 'Discharge', 'Irrigation']"
2913,70,,,42.5,-111.3166667,"Near Georgetown, Idaho","['T. 11 S., R. 44 E., NE1 sec. 4']",Georgetown Creek,"Owyhee County, Idaho",,1923-01-01-1950-12-31,Yearly and Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['stream discharge', 'cubic feet per second', 'maximum day', 'minimum day', 'mean', 'runoff']"
1627,492,37.3333,-121.9833,,,California,"['[TRS, TRS, ...]']",Highland Creek below Spicer Meadows Reservoir,,Santa Clara County,10/01/1962-09/30/1964,Daily,Cubic Feet Per Second (cfs),Stream Discharge,"['Discharge', 'Cubic Feet Per Second', 'Water Year']"
251,360,33.1478,-111.7321,,,"Near Superior, Ariz.",[],Queen Creek,,"Pinal County, Arizona",October 1919-September 1920,Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Second-feet', 'Runoff', 'Acre-feet']"
573,339,,,39.01666667,-121.08333333,"near south line of sec. 33, T. 14 N., R. 8 E.","['T. 14 N., R. 8 E., sec. 33']",Bear River near Auburn,Placer County,,10/01/1943-09/30/1944,daily,second-feet,Stream Discharge,"['stream discharge', 'water-stage recorder', 'flow measurement']"
3034,250,,,38.7833,-121.6167,"near Wheatland, Calif.",[],Bear River,Yolo County,,"Feb. 22, 1944-March 30, 1985",Variable (dates range from daily to monthly),"{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['Gage height', 'Discharge']"
1607,414,37.9,-120.2,,,"Near La Grange, Calif.","['TRS', 'TRS']",Turlook Canal,Tuolumne County,Tuolumne County,1927-01/01/1927-09/30/1939,Annual,Second-feet and acre-feet,Stream Discharge,"['yearly discharge', 'second-feet']"
1607,414,37.7,-120.9,,,"Sand Bar Flat, near Avery, Calif.","['TRS', 'TRS']",Middle Fork of Stanislaus River,Stanislaus County,Stanislaus County,1906-01/01/1906-09/30/1939,Annual,Second-feet and acre-feet,Stream Discharge,"['yearly discharge', 'second-feet']"
1607,414,38.1,-120.6,,,"Melones Dam, Calif.","['TRS', 'TRS']",Melones Reservoir,Calaveras County,Calaveras County,1926-01/01/1926-09/30/1939,Annual,Acre-feet,Reservoir,"['yearly contents', 'acre-feet']"
4537,121,,,34.029167,-118.068611,"on San Gabriel Boulevard bridge, 2 miles northeast of Montebello",[],Rio Hondo Slough,Los Angeles County,Los Angeles County,10/01/1935-09/30/1936,daily,second-feet,Stream Discharge,"['water-stage recorder', 'maximum discharge', 'minimum discharge', 'second-feet']"
70038400,176,,,40.958333,-122.218056,"just upstream from Shasta Lake, 0.2 mile downstream from Big Bollibokka Creek, and 11.3 miles east of La Moine",[],MCCLOUD RIVER ABOVE SHASTA LAKE,Shasta County,,10/04/1965-09/13/1966,varies (specific dates provided),"{'Discharge': 'cfs', 'Silica': 'parts per million', 'Iron': 'parts per million', 'Calcium': 'parts per million', 'Magnesium': 'parts per million', 'Sodium': 'parts per million', 'Potassium': 'parts per million', 'Bicarbonate': 'parts per million', 'Carbonate': 'parts per million', 'Sulfate': 'parts per million', 'Chloride': 'parts per million', 'Fluoride': 'parts per million', 'Nitrate': 'parts per million', 'Boron': 'parts per million', 'Dissolved_solids_calculated': {'Tons_per_acre-foot': '', 'Tons_per_day': ''}, 'Hardness_as_CaCO3': {'Calcium_Magnesium': '', 'Non_carbonate': ''}, 'Sodium_adsorption_ratio': '', 'Specific_conductance': 'micro-mhos at 25°C', 'pH': ''}",Stream Discharge,"['Mean discharge', 'Chemical analyses', 'Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Carbonate', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Boron']"
28147,48,38.9407,-120.0544,,,"South Lake Tahoe, California",[],UPPER TRUCKEE RIVER AT SOUTH LAKE TAHOE,,"Nevada County, California",10/01/1973-06/30/1974,Daily,"{'Discharge': 'Cubic Feet per Second (FT3/S)', 'Concentration': 'Milligrams per Liter (MG/L)', 'Sediment_Discharge': 'Tons per Day'}",Stream Discharge,"['Suspended-sediment', 'discharge', 'stream', 'mean discharge', 'concentration', 'sediment discharge']"
56403,434,,,33.6797,-117.6942,"Below Prado Dam, CA",[],SANTA ANA RIVER BELOW PRADO DAM,Orange County,,10/01/1975-09/30/1976,Daily,"{'Discharge': 'CFS (cubic feet per second)', 'Concentration': 'MG/L (milligrams per liter)', 'Sediment_Discharge': 'TONS/DAY'}",Stream Discharge,"['SUSPENDED-SEDIMENT DISCHARGE', 'MEAN DISCHARGE', 'CONCENTRATION', 'SEDIMENT DISCHARGE']"
1548,319,39.5044,-121.544,,,"Oroville, Calif.",[],Feather River,Butte County,,11/20/1918-10/31/1920,Daily,"{'Gage Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Stage-discharge relation', 'Discharge measurements', 'Daily discharge', 'Rating curves']"
1141,73,36.678333,-118.8475,,,"Hot Springs, California","['NW 1/2 NW 1/4 sec. 25, T. 21 S., R. 28 E.']",Deer Creek,Fresno County,,10/01/1910-12/31/1910,Daily,Feet,Stream Discharge,"['Daily gage height', 'Deer Creek']"
1141,73,36.209444,-119.516667,,,"Near Portersville, California","['NW 1/2 NW 1/4 sec. 25, T. 21 S., R. 28 E.']",Tule River,Kings County and Tulare County (crosses both),,,,,Stream Discharge,"['Tule River', 'Portersville', 'Discharge measurements']"
4536,243,38.0,-120.5,,,"near Cattle Mountain, Calif.",[],East Fork of Granite Creek,Calaveras County,,10/05/1924-06/27/1924,Daily and Monthly,"{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['stage-discharge relation', 'diversions', 'regulation', 'gage-height record']"
2809,627,,,38.533,-121.747,"About 4.5 miles southwest of Davis, 200 feet south of road, 100 feet west of road",[],Saltzen Irrigation Well,Yolo County,,"Dec. 23, 1948-Nov. 13, 1951",Variable (dates differ),Feet above sea level,Irrigation,"['irrigation well', 'diameter 12 inches', 'reported depth 145 feet']"
2809,627,,,38.478,-121.814,"About 3.5 miles north of Dixon, 1,000 feet west of U.S. Highway 99W, 200 feet south of road",[],UC 87A Well,Solano County,,"Nov. 27, 1931-Nov. 4, 1942",Variable (dates differ),Feet above sea level,Destroyed Well,"['destroyed well', 'diameter 4 inches']"
2809,627,,,38.534,-121.748,"About 3.8 miles southwest of Davis, 1,100 feet west of paved road",[],UC 64 Irrigation Well (E.R. Foster),Yolo County,,"Nov. 14, 1933-July 5, 1950",Variable (dates differ),Feet above sea level,Irrigation,"['irrigation well', 'diameter 12 inches', 'reported depth 150 feet']"
2809,627,,,38.534,-121.748,"About 3.8 miles southwest of Davis, 150 feet west and 45 feet south of well UC 64 Irrigation Well",[],UC 64 Windmill Well (E.R. Foster),Yolo County,,"Sept. 11, 1931-Nov. 3, 1948",Variable (dates differ),Feet above sea level,Domestic Well,"['domestic well', 'diameter 6 inches', 'depth 35 feet']"
70038401,214,,,34.241111,-117.8625,"Camp Rincon, California","['SE1 sec.19', 'T.2 N., R.9 W.']",West Fork San Gabriel River,Los Angeles County,,10/01/1966-09/30/1967,Daily,cubic feet per second (cfs),Stream Discharge,"['Stream Discharge', 'West Fork San Gabriel River', 'Camp Rincon', 'water-stage recorder', 'flood-control reservoir']"
22945,117,33.15,-115.75,,,"California, Imperial Valley region",['T10N R5E S32'],10/7-5D1,,Imperial County,11/04/1953,Date collected implies single measurement per well; no interval provided.,parts per million (ppm),Groundwater,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Carbonate', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Boron', 'Dissolved solids']"
22945,117,33.15,-115.75,,,"California, Imperial Valley region",['T11N R7E S32'],11/7-30G1,,Imperial County,04/22/1953,Date collected implies single measurement per well; no interval provided.,parts per million (ppm),Groundwater,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Carbonate', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Boron', 'Dissolved solids']"
22945,117,33.15,-115.75,,,"California, Imperial Valley region",['T11N R7E S32'],11/7-32E1,,Imperial County,11/06/1955,Date collected implies single measurement per well; no interval provided.,parts per million (ppm),Groundwater,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Carbonate', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Boron', 'Dissolved solids']"
22945,117,33.15,-115.75,,,"California, Imperial Valley region",['T11N R7E S32'],11/7-32K0,,Imperial County,09/08/1957,Date collected implies single measurement per well; no interval provided.,parts per million (ppm),Groundwater,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Carbonate', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Boron', 'Dissolved solids']"
56416,299,,,36.44389,-118.9025,"Lat station 36°26'38"", on right bank opposite in schoolhouse SW1SW sec 13, in Three T.17 Rivers, S., and 0.2 mile downstream from North Fork at gaging R.28 E.","['[13]', '[13]']",Kaweah River at Three Rivers,Tulare County,Tulare County,10/01/1972-09/30/1973,Daily,°C,Stream Discharge,"['water temperatures', 'maximum', 'minimum']"
251,204,,,34.3667,-111.7833,"Coolidge Dam, Arizona",[],San Carlos Reservoir,Yavapai County,,10/31/1928-09/30/1934,Monthly,"{'Elevation': 'feet', 'Contents_Change': 'acre-feet'}",Reservoir,"['San Carlos Reservoir', 'Coolidge Dam', 'elevation', 'contents']"
2252,651,34.1194,-117.874,34.1194,-117.874,"Near Azusa, California",[],San Gabriel River,Los Angeles County,Los Angeles County,01/01/1897-31/07/1912,Daily,Feet,Stream Discharge,"['Stream Measurements', 'Gage Height']"
1595,201,38.0509,-120.4833,,,"above Woods Creek, three-quarters of a mile east of Jacksonville, and 11 miles below Moccasin Creek","['S1 sec. 18, T. 1 S., R. 15 E.']",Tuolumne River near Jacksonville,Calaveras County,,07/01/1923-08/31/1934,Daily,second-feet,Stream Discharge,"['Tuolumne River', 'discharge', 'water-stage recorder', 'Drainage area']"
1520,112,34.6467,-120.4422,,,"Near Lompoc, California","['T. 19 S., R. 6 E., sec. 21']",Santa Ynez River,Santa Barbara County,,10/01/1913-09/30/1914,Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Monthly discharge', 'Santa Ynez River']"
1520,112,35.9797,-120.9753,,,"Pettitt's ranch, sec. 21, T. 19 S., R. 6 E., about 15 miles south of Soledad, California","['T. 19 S., R. 6 E., sec. 21']",Arroyo Seco near Soledad,San Luis Obispo County,,12/15/1912-06/19/1913,Various dates in 1913,"{'Gage_height': 'Feet', 'Discharge': 'Sec.-ft'}",Stream Discharge,"['Arroyo Seco', 'discharge measurements']"
633,283,,,38.1833,-120.05,"near Strawberry, Calif.","['T. 4 N., R. 18 E., sec. 30']",Philadelphia Canal,Tuolumne County,Tuolumne County,10/01/1939-09/30/1950,Daily,second-feet,Stream Discharge,"['water-stage recorder', 'concrete control', 'South Fork Stanislaus River', 'diversion dam']"
56420,114,,,36.4930555556,-118.825,"near Hammond, California, in Sequoia National Park at culvert on State Highway 198, 2.7 miles northeast of Hammond","['[T.16 S., R.29 E., sec 34]']",MIDDLE FORK KAWEAH RIVER TRIBUTARY,Tulare County,,10/01/1970-09/30/1971,Daily,cubic feet per second (cfs),Stream Discharge,"['stream', 'tributary', 'discharge', 'cubic feet per second']"
2447,320,,,38.0416667,-111.45,on left bank 11 miles northwest of Boulder,"['N12 sec. 10, T.32 S., R. E.']",East Fork Boulder Creek near Boulder,,"San Juan County, Utah","May 27, 1951 - Sept. 18, 1961",Varies by year; specific dates given for each measurement,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Gage height', 'Discharge', 'Stage-discharge relation']"
2447,320,,,38.0013889,-111.3894444,"on right bank on State Highway U-54, 8 miles north of Boulder","['sec. 29, T.3 32 S., R.5 E.']",East Fork Deer Creek near Boulder,,"San Juan County, Utah","Aug. 4, 1951 - Sept. 21, 1962",Varies by year; specific dates given for each measurement,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Gage height', 'Discharge', 'Stage-discharge relation']"
56411,412,,,37.623333,-121.757778,"Valle de San Jose Grant, Alameda County, on right bank 900 ft downstream from highway bridge, 1.1 miles upstream from Dry Creek, 1.3 miles downstream from Del Valle Dam, 4.1 miles south of Livermore, and 6.9 miles southeast of Pleasanton",[],Arroyo Valle,Alameda County,,"01/01/1912-09/30/1930, 10/01/1957-Present",Daily,"cubic feet per second (cfs), acre-feet (acre-ft)",Stream Discharge,"['Arroyo Valle', 'stream discharge', 'monthly discharge', 'flow regulated by Del Valle Reservoir']"
70038675,244,,,34.0166667,-118.0875,"Paso de Bartolo Grant, in Los Angeles County, on right levee 0.2 mile upstream from Beverly Boulevard, 0.4 mile downstream from axis of Whittier Narrows Dam, and 1.0 mile northeast of Montebello",,RIO HONDO BELOW WHITTIER NARROWS DAM,Los Angeles County,,10/01/1969-09/30/1970,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Water Depth': 'feet'}",Stream Discharge,"['Rio Hondo', 'Whittier Narrows Dam', 'flow regulated by Whittier Narrows flood-control reservoir', 'discharges']"
3144,226,,,33.7416667,-108.7708333,"33°44'30""N 108°46'15""W in SWNE sec 35, T.6 S., R.19 W.","['T.6 S., R.19 W., sec 35']",San Francisco River near Reserve,,"Apache County, New Mexico",03/1959-09/1965,Hourly for specific events,"{'Discharge': 'cubic feet per second (cfs)', 'Gage height': 'feet', 'Precipitation/Accumulation': 'acre-feet'}",Stream Discharge,"['Stream', 'Discharge', 'Gage height', 'Flow rate']"
70038678,237,,,38.247222,-120.030833,"Near Hells Half Acre Bridge, near Pinecrest, California","['Donnell T.5 N., R.18 E., sec. 31']",Middle Fork Stanislaus River,Calaveras County,,10/01/1970-09/30/1971,Daily,°C,Stream Discharge,"['Temperature', 'Water temperatures']"
56502,291,,,38.4998,-122.9999,"Near Guerneville, CA",[],RUSSIAN RIVER NEAR GUERNEVILLE,Sonoma County,,07/21/1977-09/28/1977,"Variable (based on dates in the table: July 21, August 5, August 22, August 30, September 28, 1977)","{'Total_Cells_per_mL': 'cells/mL', 'Diversity': 'dimensionless index'}",Stream Discharge,"['PHYTOPLANKTON', 'TOTAL CELLS/ML', 'DIVERSITY', 'CHLOROPHYCEAE', 'SCHROEDERIA', 'COELASTRUM', 'MICRACTINIUM', 'ANKISTRODESMUS', 'ACTINASTRUM', 'SCENEDESMUS', 'CHLAMYDOMONAS', 'GONIUM']"
623,461,,,40.6667,-122.9833,"SW1 sec. 34, T. 33 N., R. 10 W","['[T. 33 N., R. 10 W, SW1 sec. 34]']",Trinity River near Douglas City,Siskiyou County,,04/01/1944-09/30/1949,Daily,"second-feet for discharge, feet for gage height",Stream Discharge,"['Trinity River', 'discharge', 'gage height', 'rating curve']"
70038413,232,,,34.3352777778,-118.3972222222,"near San Fernando, on right bank 500 ft downstream from Pacoima Dam","['T.3 N., R.15 W., SENE sec. 24']",PACOIMA CREEK,Los Angeles County,,10/01/1968-09/30/1969,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Total Volume': 'acre-feet'}",Stream Discharge,"['stream discharge', 'flow', 'gage height']"
1572,56,33.9012,-117.29,,,"SW. 1/4 sec. 21, T. 1 S., R. 4 W., on Colton Avenue, 1 mile below point of diversion from Warm Creek and 1 mile east of Colton","['T. 1 S., R. 4 W., SW. 1/4 sec. 21']",Meeks & Daley Canal,Riverside County,,09/1920-09/1927,Daily,Second-feet,Irrigation,"['canal', 'diversion', 'Warm Creek', 'irrigation']"
2060,159,34.4351,-119.6959,,,About 5.9 miles east-southeast of Lompoc,[],"City of Santa Barbara, well 267",Santa Barbara County,,1932-03-09 to 1942-01-28,Daily to Monthly (Dates vary between entries),Feet below land-surface datum,Groundwater,"['well', 'groundwater levels']"
3058,212,,,34.97639,-120.57083,"Guadalupe Grant, on downstream side of fifth bridge pier from left bank on State Highway 1, 0.5 mile north of Guadalupe",[],Santa Maria River at Guadalupe,Santa Barbara County,,10/01/1940-09/30/1960,Monthly,"['cubic feet per second', 'acre-feet']",Stream Discharge,"['Monthly discharge', 'maximum discharge', 'minimum day', 'mean', 'water-stage recorder']"
70038392,273,,,35.3055556,-120.4055556,"right bank 0.4 mile downstream from highway bridge, 1.5 miles downstream from Pozo Creek, 1.7 miles west of Pozo, and 7 miles upstream from Salinas Dam","['T.30 S., R.15 E., sec.18']",Salinas River near Pozo,Monterey County,,07/1942-09/1961,daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Acre-feet': ''}",Stream Discharge,"['stream discharge', 'gage height', 'water-stage recorder', 'drainage area']"
70038405,139,37.615,-122.4195,,,"South San Francisco, California",[],Colma Creek at South San Francisco,San Mateo County,,01/01/1967-06/30/1968,Daily,"{'Discharge': 'CFS (cubic feet per second)', 'Concentration': 'MG/L (milligrams per liter)', 'Suspended_Sediment': 'TONS/DAY'}",Stream Discharge,"['Suspended Sediment', 'Discharge', 'Concentration']"
24284,297,39.0916,-120.8995,,,U. S. Forest Service,[],Site 155 - Spring,,Placer County,10/07/1957-03/03/1960,"Various dates between 1957 and 1960, not consistently monthly","{'Discharge': 'gallons per minute (gpm)', 'Temperature': 'degrees Fahrenheit (°F)'}",Springs,"['Spring', 'Discharge', 'Temperature']"
1532,134,37.25,-120.6,,,"Exchequer, California",[],Merced River,Merced County,Merced County,11/22/1916-09/20/1916,Daily,"{'Gage_height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Discharge Measurements', 'Gage Height', 'Cable half a mile above gage', 'Wading', 'Discharge Curve']"
70038413,356,,,37.1167,-121.6928,"near southwest boundary of Ojo de Agua de la Coche Grant, 2.5 miles west of Morgan Hill",[],Chesbro Reservoir,Santa Clara County,,December 1955-September 1969,monthly,acre-ft,Reservoir,"['flood control', 'irrigation', 'dam', 'Llagas Creek']"
70038413,356,,,37.0672,-121.6903,"in Las Uvas Grant, 4.8 miles southwest of Morgan Hill",[],Uvas Reservoir,Santa Clara County,,December 1957-September 1969,monthly,acre-ft,Reservoir,"['irrigation', 'ground-water recharge', 'Uvas Creek', 'Llagas Creek']"
70038677,46,,,33.103611,-115.543889,"On line between secs. 19 and 20, T.12 S., R.14 E.","['T.12 S., R.14 E., sec. 19', 'T.12 S., R.14 E., sec. 20']","ALAMO RIVER AT DROP NO. 3, NEAR CALIPATRIA",Imperial County,,10/22/1969-06/15/1970,Daily,"{'Discharge': 'CFS (cubic feet per second)', 'Temperature': 'DEG C (degrees Celsius)', 'Nitrogen': 'MG/L (milligrams per liter)', 'Conductance': 'MICROHOS'}",Stream Discharge,"['ALAMO RIVER', 'CHEMICAL ANALYSES', 'DISCHARGE', 'NITROGEN', 'TEMPERATURE']"
56418,78,,,39.135833,-120.219444,"at gaging station 0.5 mi (0.8 km) upstream from confluence with tributary, 3.9 mi (6.3 km) northwest of Tahoe Pines, and 4.8 mi (7.7 km) southwest of Tahoe City","['SE&NW 1s sec. 21', 'T.15 N. R.16 E.']",WARD CREEK NEAR TAHOE PINES,Placer County,,10/01/1972-12/31/current year,Daily,"{'Sediment Concentration': 'mg/1', 'Sediment Discharge': 'tons (tonnes)', 'Water Temperature': '°C'}",Stream Discharge,"['Sediment concentrations', 'Sediment discharge']"
70038678,353,38.7116667,-122.2919444,38.7116667,-122.2919444,"Lat 38°42'42"", long 122°17'31"" in NW1SW1 sec.15, T.10 N. R.4 W., at gaging station 150 ft downstream from road ford, 0.6 mile upstream from Adams Creek, 8.4 miles southeast of Knoxville, and 18 miles southeast of Middletown","['T.10 N. R.4 W., sec.15']",Nevada Creek,Napa County,Napa County,04/23/1970-09/07/1971,Daily,"{'Discharge': 'CFS', 'Temperature': 'DEG C', 'Silica': 'MG/L', 'Iron': 'UG/L', 'Manganese': 'UG/L', 'Calcium': 'MG/L', 'Magnesium': 'MG/L', 'Sodium': 'MG/L', 'Potassium': 'MG/L', 'Bicarbonate': 'MG/L', 'Carbonate': 'MG/L', 'Sulfate': 'MG/L', 'Chloride': 'MG/L', 'Fluoride': 'MG/L', 'Nitrogen': 'MG/L', 'Ammonia': 'MG/L', 'Phosphate': 'MG/L', 'Boron': 'UG/L', 'Orthophosphate': 'MG/L', 'Dissolved Solids': 'MG/L', 'Alkalinity': 'MG/L', 'Specific Conductance': 'MICRO-MHOS', 'pH': '', 'Turbidity': 'JTU', 'Copper': 'UG/L', 'Mercury': 'UG/L', 'Zinc': 'UG/L'}",Stream Discharge,"['Chemical analyses', 'Sediment records', 'Discharge (CFS)', 'Temperature (DEG C)']"
