water_type_final,county,n_tables,n_measurements
Stream Discharge,"Mohave County, Ariz., and Clark County, Nev.",1,22.0
Stream Discharge,"Mohave County, Arizona",40,1300.0
Stream Discharge,"Mohave County, Arizona (approximate)",1,7.0
Stream Discharge,"Mohave County, Arizona / Clark County, Nevada",4,79.0
Stream Discharge,"Mohave County, Arizona and Clark County, Nevada",10,359.0
Stream Discharge,"Mohave County, Arizona/Nevada Border (inferred as it is near Hoover Dam)",1,48.0
Stream Discharge,"Mohave County, Arizona/Nevada border",1,36.0
Stream Discharge,"Mohave County, Arizona/Nye County, Nevada",2,45.0
Stream Discharge,"Mohave County, Arizona; Clark County, Nevada",4,127.0
Stream Discharge,"Mohave County, Arizona; Yuma County, California",1,33.0
Stream Discharge,Mohave and Clark Counties,1,38.0
Stream Discharge,"Mohave, Arizona",1,33.0
Stream Discharge,"Mojave County, Arizona / Clark County, Nevada",2,40.0
Stream Discharge,"Mojave Desert, CA region",1,22.0
Stream Discharge,Mokelumne,2,47.0
Stream Discharge,Mono County,345,9683.0
Stream Discharge,"Mono County, CA",1,6.0
Stream Discharge,"Mono County, California",6,150.0
Stream Discharge,"Mono County, Inyo County",1,55.0
Stream Discharge,Montana,1,7.0
Stream Discharge,"Montana, South Dakota",1,10.0
Stream Discharge,"Montana, Wyoming",1,10.0
Stream Discharge,Montecito,2,24.0
Stream Discharge,Montecito County,6,135.0
Stream Discharge,Montecito County Water District (City of Santa Barbara),1,13.0
Stream Discharge,Monterey,161,3800.0
Stream Discharge,Monterey County,1090,27898.0
Stream Discharge,"Monterey County, California",13,453.0
Stream Discharge,"Monterey County, Santa Cruz County, San Benito County, and Salinas Valley in California",1,4.0
Stream Discharge,"Monterey, Calif",1,16.0
Stream Discharge,Montezuma County,10,133.0
Stream Discharge,"Montezuma County, CO",2,32.0
Stream Discharge,"Montezuma County, Colorado",11,252.0
Stream Discharge,"Montezuma County, Colorado (inferred due to location near Mancos, Colo.)",2,44.0
Stream Discharge,Montrose County,11,180.0
Stream Discharge,"Montrose County, Colorado",23,285.0
Stream Discharge,"Mora County, New Mexico",3,162.0
Stream Discharge,Morgan County,6,60.0
Stream Discharge,"Morgan County, Utah",6,140.0
Stream Discharge,"Morrow County, Oregon",1,64.0
Stream Discharge,Multiple Counties across California (Surface Water),1,20.0
Stream Discharge,Multiple Counties across Utah and Colorado (with further inferences possible for California sections),2,39.0
Stream Discharge,Multiple Counties across the Midwest,1,16.0
Stream Discharge,Multiple Counties along Arkansas River in California (inference based),1,19.0
Stream Discharge,Multiple Counties in Arizona,1,14.0
Stream Discharge,Multiple Counties in California,2,18.0
Stream Discharge,Multiple Counties in Central California,2,7.0
Stream Discharge,Multiple Counties in Illinois,1,8.0
Stream Discharge,Multiple Counties in Missouri,1,7.0
Stream Discharge,Multiple Counties in Northern California,2,58.0
Stream Discharge,Multiple Counties in Oregon,1,15.0
Stream Discharge,Multiple Counties in the Sacramento River Basin,1,78.0
Stream Discharge,Multiple counties across Arizona and California,1,8.0
Stream Discharge,"Multiple counties across Nevada, Utah, and surrounding states",1,9.0
Stream Discharge,Multiple counties across the Great Basin and Pacific Coast Basins in California,2,18.0
Stream Discharge,"Multiple counties along its course (e.g., Sacramento County)",1,72.0
Stream Discharge,Multiple counties in California,1,16.0
Stream Discharge,Multiple counties within California,2,55.0
Stream Discharge,Multiple counties within the Sacramento River basin region in California,1,5.0
Stream Discharge,Multnomah County,2,108.0
Stream Discharge,"Municipality of Anchorage, Alaska (contextually inferred from Turnagain Arm location)",1,11.0
Stream Discharge,"Murray, Utah",1,14.0
Stream Discharge,"NA (Document indicates Arizona, not California)",2,43.0
Stream Discharge,Napa,52,1171.0
Stream Discharge,Napa County,471,12205.0
Stream Discharge,"Napa County, California",1,70.0
Stream Discharge,"Nassau County, New York (Based on location context)",1,41.0
Stream Discharge,Natrona County,1,70.0
Stream Discharge,"Natrona County, WY",6,247.0
Stream Discharge,"Natrona County, Wyoming",1,71.0
Stream Discharge,Navajo County,17,422.0
Stream Discharge,"Navajo County, Arizona",69,1902.0
Stream Discharge,Navajo Indian Reservation,2,45.0
Stream Discharge,Near Cottonwood River,1,8.0
Stream Discharge,Near Gasconade River in Missouri.,1,9.0
Stream Discharge,"Near San Francisco Bay Estuary, California",1,15.0
Stream Discharge,Nebraska,1,15.0
Stream Discharge,Nederland,1,8.0
Stream Discharge,Nevada,21,462.0
Stream Discharge,Nevada County,776,21361.0
Stream Discharge,"Nevada County, CA",3,131.0
Stream Discharge,"Nevada County, CA (Inferred)",1,69.0
Stream Discharge,"Nevada County, California",155,4233.0
Stream Discharge,"Nevada County, California (based on proximity to Little Truckee area)",2,16.0
Stream Discharge,"Nevada County, California (implied from Truckee River location)",2,55.0
Stream Discharge,"Nevada County, California (near Gardnerville)",2,39.0
Stream Discharge,"Nevada County, California (near boundary with Nevada)",2,46.0
Stream Discharge,"Nevada County, Nevada",8,233.0
Stream Discharge,"Nevada County, Placer County, El Dorado County",1,70.0
Stream Discharge,Nevada and California,1,4.0
Stream Discharge,"Nevada and California (Primarily Elko County, NV, Washoe County, NV, Placer County, CA)",1,3.0
Stream Discharge,Nevada and California State line,1,70.0
Stream Discharge,"Nevada, Arizona",1,47.0
Stream Discharge,"Nevada, California",2,16.0
Stream Discharge,"Nevada, Elko County (commonly associated with Carson River near Lake Tahoe)",1,15.0
Stream Discharge,Nevada/Arizona Border,2,77.0
Stream Discharge,Nevada/California Border,1,3.0
Stream Discharge,Nevada/California Border Region,1,1.0
Stream Discharge,Nevares County (hypothetical based on location context),2,11.0
Stream Discharge,New Jersey,1,10.0
Stream Discharge,New London,1,9.0
Stream Discharge,New Mexico,4,103.0
Stream Discharge,New Mexico County (based on the context),1,49.0
Stream Discharge,New York,2,19.0
Stream Discharge,"Nez Perce County, Idaho",4,43.0
Stream Discharge,None (Arizona),1,48.0
Stream Discharge,None Provided,4,75.0
Stream Discharge,None provided,3,143.0
Stream Discharge,None specified for exact county within Arizona or Nevada,1,74.0
Stream Discharge,None specified in the document,2,45.0
Stream Discharge,Northern California (inferred based on typical regions of stream discharge data),1,38.0
Stream Discharge,Northern California Coastal Counties,1,18.0
Stream Discharge,Northern California Subregions 1 and 2,1,7.0
Stream Discharge,Northern California region,2,13.0
Stream Discharge,Northern Central Valley (California),2,20.0
Stream Discharge,Northern Central Valley Basins and The Great Basin from Honey Lake Basin to Oregon State Line,1,8.0
Stream Discharge,Not Applicable,2,80.0
Stream Discharge,Not Available,42,993.0
Stream Discharge,Not Available in Document,1,62.0
Stream Discharge,Not Inferred,2,108.0
Stream Discharge,Not Provided,86,2337.0
Stream Discharge,Not Specified,45,1207.0
Stream Discharge,Not Specified (Oregon),2,42.0
Stream Discharge,Not explicitly mentioned,1,30.0
Stream Discharge,"Not explicitly mentioned, inferred based on study locations within California.",1,25.0
Stream Discharge,Not explicitly provided in document,2,44.0
Stream Discharge,"Not explicitly provided in the document, inferred based on typical water discharge data collection locations.",2,55.0
Stream Discharge,"Not explicitly stated in document, inferred as Shasta County due to proximity information provided",2,18.0
Stream Discharge,Not provided,5,221.0
Stream Discharge,Not provided in document,2,108.0
Stream Discharge,"Not provided in document, inference required based on location context.",2,44.0
Stream Discharge,Not specified,39,971.0
Stream Discharge,Not specified in document,15,241.0
Stream Discharge,Not specified in document for California context,4,40.0
Stream Discharge,Not specified in the document,10,222.0
Stream Discharge,Nye County,8,195.0
Stream Discharge,"Nye County, NV",4,86.0
Stream Discharge,"Nye County, NV (near California border)",1,24.0
Stream Discharge,"Nye County, NV / Douglas County, CA",1,64.0
Stream Discharge,"Nye County, Nevada",22,566.0
Stream Discharge,"Nye County, Nevada (Nearby)",2,55.0
Stream Discharge,"Nye County, Nevada (Note: Document states California but West Fork of the Carson River is in Nevada)",1,64.0
Stream Discharge,"Nye County, Nevada (closest to Halleck, Nev.)",3,51.0
Stream Discharge,"Nye County, Nevada (partially in California)",1,3.0
Stream Discharge,"Nye County, Nevada / Alpine County, California",2,64.0
Stream Discharge,"Nye County, Nevada and Alpine County, California",1,2.0
Stream Discharge,"Nye County, Nevada and California",1,0.0
Stream Discharge,"Nye County, Nevada and Mono County, California",1,3.0
Stream Discharge,"Nye County, Nevada; Esmeralda County, California",1,3.0
Stream Discharge,"Nye County, Nevada; Mono County, California",1,1.0
Stream Discharge,"Nye, Nevada; Inyo, California",1,0.0
Stream Discharge,ORANGE,2,66.0
Stream Discharge,ORANGE COUNTY,1,38.0
Stream Discharge,Oklahoma / Arkansas border region,1,9.0
Stream Discharge,Orange,51,1107.0
Stream Discharge,Orange County,2294,62234.0
Stream Discharge,"Orange County, California",83,2314.0
Stream Discharge,"Orange County, California (inferred based on Santa Ana River location)",1,17.0
Stream Discharge,"Orange County, Riverside County",2,46.0
Stream Discharge,Orange County/Riverside County Line,1,17.0
Stream Discharge,"Orange, Riverside",1,16.0
Stream Discharge,Oreg,2,20.0
Stream Discharge,Oreg.,6,61.0
Stream Discharge,Oregon,6,40.0
Stream Discharge,Oregon County,1,78.0
Stream Discharge,Oregon County (Oregon),2,60.0
Stream Discharge,"Otero County, New Mexico",1,74.0
Stream Discharge,"Ouray County, Utah",5,183.0
Stream Discharge,"Owyhee County, Idaho",3,63.0
Stream Discharge,"Ozarks, Missouri",1,53.0
Stream Discharge,PLACER COUNTY,2,67.0
Stream Discharge,Pacific slope basins in California from Arroyo Grande to Oregon State line except Central Valley,1,6.0
Stream Discharge,Palo,1,25.0
Stream Discharge,"Palo Verde County, California",2,36.0
Stream Discharge,"Park County, Colorado",1,38.0
Stream Discharge,"Park County, Wyoming",3,21.0
Stream Discharge,Pennsylvania,1,9.0
Stream Discharge,Pershing County,1,22.0
Stream Discharge,"Pershing County, NV",1,22.0
Stream Discharge,"Pershing County, Nevada",1,47.0
Stream Discharge,Phelps County,1,48.0
Stream Discharge,Pima,1,29.0
Stream Discharge,Pima County,73,2736.0
Stream Discharge,Pima County (AZ) and Santa Cruz County (Mexico),2,76.0
Stream Discharge,"Pima County, Arizona",147,5443.0
Stream Discharge,"Pima County, Arizona (Closest to California border)",2,74.0
Stream Discharge,"Pima County, Arizona (Inferred)",1,77.0
Stream Discharge,"Pima County, Arizona (State of California context required)",2,75.0
Stream Discharge,"Pima County, Arizona (inferred as the nearest county in California context)",2,76.0
Stream Discharge,"Pima County, Arizona (inferred based on proximity to Solomon)",1,69.0
Stream Discharge,"Pima County, Arizona (inferred from location)",2,46.0
Stream Discharge,"Pima County, Cochise County (Arizona)",2,51.0
Stream Discharge,"Pima, AZ",2,75.0
Stream Discharge,"Pima, Arizona",8,275.0
Stream Discharge,Pinal County,64,2287.0
Stream Discharge,Pinal County (Arizona portion),1,72.0
Stream Discharge,Pinal County (Arizona),4,66.0
Stream Discharge,"Pinal County, Arizona",175,6097.0
Stream Discharge,"Pinal County, Arizona (closest to Clifton, AZ)",2,76.0
Stream Discharge,"Pinal County, Arizona (inference based on location)",2,44.0
Stream Discharge,"Pinal County, Arizona (inferred as the closest county since it's near Winkelman, AZ)",2,45.0
Stream Discharge,"Pinal County, Arizona (inferred based on location)",2,76.0
Stream Discharge,"Pinal County, Arizona (near Duncan) and Luna County, New Mexico (below Blue Creek)",1,71.0
Stream Discharge,"Pinal County, Arizona (nearby)",2,43.0
Stream Discharge,"Pinal, Arizona and Imperial, California",1,7.0
Stream Discharge,"Piscataquis County, Maine",1,9.0
Stream Discharge,Pitkin County,4,51.0
Stream Discharge,"Pitkin County, Colorado",1,8.0
Stream Discharge,Piute County,1,23.0
Stream Discharge,"Piute County, Utah",3,62.0
Stream Discharge,Placer,163,4263.0
Stream Discharge,Placer County,1893,51496.0
Stream Discharge,"Placer County (Tahoe, Cal.)",2,49.0
Stream Discharge,Placer County (near Boca) and Washoe County (near Truckee),1,13.0
Stream Discharge,Placer County and El Dorado County (boundary area),1,2.0
Stream Discharge,"Placer County, California",30,1013.0
Stream Discharge,"Placer County, El Dorado County, Sacramento County, Yolo County, Solano County",1,11.0
Stream Discharge,"Placer County, Lake County, Sacramento County, Yuba County, Nevada County (Oroville)",1,2.0
Stream Discharge,"Placer County, Nevada",2,63.0
Stream Discharge,"Placer County, Yuba County",1,27.0
Stream Discharge,Platte County,2,84.0
Stream Discharge,"Platte County, Nebraska",1,13.0
Stream Discharge,Plumas,68,1689.0
Stream Discharge,Plumas Co,2,33.0
Stream Discharge,Plumas County,2648,65341.0
Stream Discharge,"Plumas County, California",41,1127.0
Stream Discharge,Possible County Inference Based on Data Context,1,45.0
Stream Discharge,Possible County based on sediment concentration data and regional analysis,2,51.0
Stream Discharge,"Potential Counties: Those where sediment discharge and water temperature records are kept, likely associated with California water bodies.",1,32.0
Stream Discharge,Potential County based on typical California stream discharge patterns,1,28.0
Stream Discharge,Potential counties based on UTM coordinates could include parts of San Francisco or Monterey counties.,1,18.0
Stream Discharge,Power County,3,41.0
Stream Discharge,"Presumed Estuarine County, California",1,18.0
Stream Discharge,RIVERSIDE,3,106.0
Stream Discharge,RIVERSIDE COUNTY,2,76.0
Stream Discharge,"Red Bluff area in Tehama County, California",1,15.0
Stream Discharge,"Reynolds County, Missouri",1,23.0
Stream Discharge,Rio Arriba County,5,91.0
Stream Discharge,"Rio Arriba County, New Mexico",1,54.0
Stream Discharge,"Rio Arriba, New Mexico",2,27.0
Stream Discharge,Rio Blanco County,5,159.0
Stream Discharge,"Rio Blanco County, Colorado",4,119.0
Stream Discharge,"Rio Grande County, Colorado",3,77.0
Stream Discharge,Riverside,169,4578.0
Stream Discharge,Riverside County,1867,48444.0
Stream Discharge,"Riverside County, CA",1,30.0
Stream Discharge,"Riverside County, California",19,417.0
Stream Discharge,"Riverside County, Orange County",3,49.0
Stream Discharge,"Riverside County, Orange County, San Bernardino County",2,25.0
Stream Discharge,"Riverside County, San Bernardino County",1,37.0
Stream Discharge,"Riverside County, San Diego County",1,15.0
Stream Discharge,Riverside and Orange,2,71.0
Stream Discharge,Riverside and Orange County Line,3,35.0
Stream Discharge,Routt County,3,96.0
Stream Discharge,"Routt County, Colorado",5,249.0
Stream Discharge,SACRAMENTO,2,77.0
Stream Discharge,SACRAMENTO COUNTY,1,78.0
Stream Discharge,SAN DIEGO,3,114.0
Stream Discharge,SAN LUIS OBISPO,2,66.0
Stream Discharge,SAN LUIS OBISPO COUNTY,2,81.0
Stream Discharge,SANTA BARBARA COUNTY,5,148.0
Stream Discharge,SANTA CLARA,2,64.0
Stream Discharge,SANTA CLARA COUNTY,7,189.0
Stream Discharge,SONOMA,2,66.0
Stream Discharge,SONOMA COUNTY,4,171.0
Stream Discharge,STANISLAUS,2,66.0
Stream Discharge,STANISLAUS COUNTY,3,95.0
Stream Discharge,Sacramento,84,2814.0
Stream Discharge,Sacramento County,1115,31943.0
Stream Discharge,Sacramento County (Inferred),2,22.0
Stream Discharge,Sacramento County (based on typical locations of temperature recording stations in California),1,66.0
Stream Discharge,Sacramento County (inferred from the context of discharge data and common water study areas in California),2,54.0
Stream Discharge,Sacramento County (inferred from typical locations of water quality studies in California),2,67.0
Stream Discharge,Sacramento County and others along the river basin,2,78.0
Stream Discharge,"Sacramento County and surrounding counties in the Sacramento Valley, California",1,19.0
Stream Discharge,"Sacramento County, CA (Based on typical location)",2,20.0
Stream Discharge,"Sacramento County, CA (based on typical suspended sediment discharge locations)",2,66.0
Stream Discharge,"Sacramento County, California",37,1081.0
Stream Discharge,"Sacramento County, California (inferred based on typical large watershed discharge data)",2,66.0
Stream Discharge,"Sacramento, Solano",1,19.0
Stream Discharge,Sacramento-San Joaquin County line,10,134.0
Stream Discharge,"Safford County, Arizona",1,70.0
Stream Discharge,"Saguache County, Colorado",8,74.0
Stream Discharge,"Saint Louis County, Minnesota",1,9.0
Stream Discharge,"Salinas Valley, Monterey County",2,55.0
Stream Discharge,Salt Lake County,45,1127.0
Stream Discharge,"Salt Lake County, California (inferred)",1,41.0
Stream Discharge,"Salt Lake County, Utah",28,745.0
Stream Discharge,San Benito,40,1017.0
Stream Discharge,San Benito County,294,7428.0
Stream Discharge,San Bernardino,196,4843.0
Stream Discharge,San Bernardino County,2078,53559.0
Stream Discharge,San Bernardino County and Riverside County,2,45.0
Stream Discharge,"San Bernardino County, Calif.",1,29.0
Stream Discharge,"San Bernardino County, California",25,630.0
Stream Discharge,San Diego,301,6951.0
Stream Discharge,San Diego County,2715,67674.0
Stream Discharge,"San Diego County, CA",1,3.0
Stream Discharge,"San Diego County, California",17,409.0
Stream Discharge,San Francisco,3,38.0
Stream Discharge,San Francisco County,8,169.0
Stream Discharge,"San Francisco County, California",1,18.0
Stream Discharge,"San Francisco, California",1,20.0
Stream Discharge,"San Francisco, California or Los Angeles, California",1,13.0
Stream Discharge,San Joaquin,109,2727.0
Stream Discharge,San Joaquin County,715,17542.0
Stream Discharge,"San Joaquin County, California",10,299.0
Stream Discharge,"San Joaquin Valley, California",2,54.0
Stream Discharge,San Juan,1,22.0
Stream Discharge,San Juan County,27,771.0
Stream Discharge,San Juan County (New Mexico) - Note: not in California but inferred from context.,2,84.0
Stream Discharge,"San Juan County, Arizona (nearby)",1,68.0
Stream Discharge,"San Juan County, Colo.",1,22.0
Stream Discharge,"San Juan County, Colorado",7,184.0
Stream Discharge,"San Juan County, Colorado (Note: Original task specifies California sources, but this is inferred based on document context)",2,14.0
Stream Discharge,"San Juan County, Colorado (nearest county in the state of Colorado as no direct match in California)",3,23.0
Stream Discharge,"San Juan County, N. MEX",1,22.0
Stream Discharge,"San Juan County, N. Mex.",3,76.0
Stream Discharge,"San Juan County, NM",1,18.0
Stream Discharge,"San Juan County, New Mexico",46,1669.0
Stream Discharge,"San Juan County, New Mexico (near Colorado-New Mexico State line)",2,46.0
Stream Discharge,"San Juan County, Utah",48,1685.0
Stream Discharge,"San Leandro, Contra Costa County",2,46.0
Stream Discharge,"San Leandro, San Francisco County",2,30.0
Stream Discharge,San Lorenzo County,1,14.0
Stream Discharge,San Luis,3,50.0
Stream Discharge,San Luis County,5,61.0
Stream Discharge,San Luis Obispo,100,2746.0
Stream Discharge,San Luis Obispo County,950,25347.0
Stream Discharge,"San Luis Obispo County (inferred from the location near Santa Clara, Utah; however, this document pertains to a different state context)",2,76.0
Stream Discharge,"San Luis Obispo County, California",3,30.0
Stream Discharge,"San Luis Obispo County, Santa Barbara County",2,44.0
Stream Discharge,"San Luis Obispo, Santa Barbara",1,43.0
Stream Discharge,San Luis Obispo-Santa Barbara County,1,38.0
Stream Discharge,San Luis Obispo-Santa Barbara County line,6,192.0
Stream Discharge,"San Marcos Grant, Santa Barbara County",1,38.0
Stream Discharge,San Mateo,54,1614.0
Stream Discharge,San Mateo County,358,9622.0
Stream Discharge,"San Mateo County, Alameda County",2,41.0
Stream Discharge,"San Mateo County, Alameda County, Contra Costa County",1,10.0
Stream Discharge,"San Mateo County, Alameda County, Contra Costa County, Marin County, San Francisco County",1,23.0
Stream Discharge,"San Mateo County, California",4,69.0
Stream Discharge,San Mateo or Alameda County,1,19.0
Stream Discharge,"San Mateo, Alameda, Contra Costa, Santa Clara",1,12.0
Stream Discharge,"San Mateo, Alameda, Contra Costa, Santa Clara, and San Francisco Counties",1,22.0
Stream Discharge,San Miguel County,2,54.0
Stream Discharge,"San Miguel County, Colorado",2,27.0
Stream Discharge,"San Miguel County, New Mexico",2,144.0
Stream Discharge,San Pablo,2,76.0
Stream Discharge,"Sandoval County, New Mexico",5,211.0
Stream Discharge,"Sandoval County, New Mexico (inferred based on location near Rodeo, N. Mex.)",2,37.0
Stream Discharge,Sanpete County,7,190.0
Stream Discharge,"Sanpete County, Utah",6,137.0
Stream Discharge,Santa Ana County,1,32.0
Stream Discharge,Santa Barbara,105,2480.0
Stream Discharge,Santa Barbara County,2499,62153.0
Stream Discharge,"Santa Barbara County, CA",2,67.0
Stream Discharge,"Santa Barbara County, California",15,460.0
Stream Discharge,Santa Clara,109,2887.0
Stream Discharge,Santa Clara County,1637,40335.0
Stream Discharge,Santa Clara County (inferred based on proximity to San Francisco Bay),1,14.0
Stream Discharge,Santa Clara County (inferred based on typical river locations in California),2,76.0
Stream Discharge,"Santa Clara County, California",11,296.0
Stream Discharge,Santa Cruz,27,735.0
Stream Discharge,Santa Cruz County,743,17679.0
Stream Discharge,"Santa Cruz County, Arizona",16,413.0
Stream Discharge,"Santa Cruz County, CA",2,130.0
Stream Discharge,"Santa Cruz County, California",11,298.0
Stream Discharge,"Santa Cruz County, New Mexico",4,224.0
Stream Discharge,"Santa Cruz County, New Mexico and Pinal County, Arizona",2,47.0
Stream Discharge,"Santa Cruz, Arizona",3,95.0
Stream Discharge,"Santa Cruz, California (inferred due to proximity and similar basin characteristics)",1,69.0
Stream Discharge,"Santa Fe, New Mexico",1,71.0
Stream Discharge,Saratoga County (Inferred),2,44.0
Stream Discharge,"Saratoga County, California",1,19.0
Stream Discharge,Sequoia National Forest (Approximate),1,15.0
Stream Discharge,Sevier County,18,294.0
Stream Discharge,"Sevier County, Utah",46,807.0
Stream Discharge,"Sevier County, Utah (Not California; inferred based on location)",1,22.0
Stream Discharge,Shasta,26,623.0
Stream Discharge,Shasta County,1761,43342.0
Stream Discharge,"Shasta County, California",28,753.0
Stream Discharge,"Sheridan County, Wyoming",2,25.0
Stream Discharge,Sierra County,275,7034.0
Stream Discharge,"Sierra County, California",8,186.0
Stream Discharge,"Sierra County, Nevada County, Placer County",2,44.0
Stream Discharge,"Sierra County, New Mexico",2,72.0
Stream Discharge,Sierra Nevada County,1,11.0
Stream Discharge,"Sierra Nevada, CA (inferred from document context)",1,19.0
Stream Discharge,Siski You County,2,77.0
Stream Discharge,Siskiyou,214,5416.0
Stream Discharge,Siskiyou County,1752,43503.0
Stream Discharge,"Siskiyou County, CA",3,27.0
Stream Discharge,"Siskiyou County, Calif.",3,50.0
Stream Discharge,"Siskiyou County, California",113,3229.0
Stream Discharge,"Siskiyou County, California (inferred based on proximity to the mentioned location in Oregon)",2,49.0
Stream Discharge,"Siskiyou County, Oreg.",1,31.0
Stream Discharge,"Siskiyou County, Oregon",18,485.0
Stream Discharge,"Siskiyou, California",3,129.0
Stream Discharge,"Siskiyou, Shasta, or Tehama",1,18.0
Stream Discharge,"Siskiyou, Trinity",1,67.0
Stream Discharge,Skagit County,1,25.0
Stream Discharge,Smith,1,22.0
Stream Discharge,Socorro County,1,68.0
Stream Discharge,"Socorro County, New Mexico",7,150.0
Stream Discharge,Solano,6,96.0
Stream Discharge,Solano County,93,2219.0
Stream Discharge,"Solano County, California",2,82.0
Stream Discharge,Somesbar,2,76.0
Stream Discharge,Sonoma,76,2160.0
Stream Discharge,Sonoma County,1407,41528.0
Stream Discharge,"Sonoma County, CA",3,32.0
Stream Discharge,"Sonoma County, California",4,218.0
Stream Discharge,"Sonoma, Mendocino, Lake (partial), and other counties",3,65.0
Stream Discharge,Southern Central Valley,2,15.0
Stream Discharge,"Southern Central Valley Basins and The Great Basin, Walker River to Truckee River",2,8.0
Stream Discharge,"Southern Coast Ranges Counties (e.g., Monterey, San Luis Obispo)",1,5.0
Stream Discharge,St. Francois County,1,20.0
Stream Discharge,Stanislaus,23,577.0
Stream Discharge,Stanislaus County,816,21830.0
Stream Discharge,"Stanislaus County, California",10,234.0
Stream Discharge,"Stanislaus County, Fresno County, Madera County, Merced County, Tuolumne County, Calaveras County, Amador County, El Dorado County",1,35.0
Stream Discharge,"Stanislaus National Forest, Alpine County",1,38.0
Stream Discharge,Statewide (California),1,11.0
Stream Discharge,"Steuben County, New York",1,6.0
Stream Discharge,Storey,4,72.0
Stream Discharge,Storey County,15,100.0
Stream Discharge,"Storey County, NV (near Gardnerville, NV)",1,14.0
Stream Discharge,"Storey County, Nevada",4,115.0
Stream Discharge,Sublette County,13,247.0
Stream Discharge,"Sublette County, WY",2,55.0
Stream Discharge,"Sublette County, Wyoming",16,177.0
Stream Discharge,"Suisun Bay, CA vicinity (based on proximity to known estuarine locations in California)",1,13.0
Stream Discharge,Summit County,6,163.0
Stream Discharge,"Summit County, Colorado",8,89.0
Stream Discharge,"Summit County, Utah",1,70.0
Stream Discharge,Susquehanna River basin,1,19.0
Stream Discharge,Sutter,2,45.0
Stream Discharge,Sutter County,273,8326.0
Stream Discharge,"Sutter County, California",2,11.0
Stream Discharge,Sweetwater County,20,348.0
Stream Discharge,"Sweetwater County, WY",4,180.0
Stream Discharge,"Sweetwater County, WYO.",1,23.0
Stream Discharge,"Sweetwater County, Wyo.",3,67.0
Stream Discharge,"Sweetwater County, Wyoming",8,170.0
Stream Discharge,"T. 2 N., R. 1 E.",1,16.0
Stream Discharge,TBD,1,69.0
Stream Discharge,TBD based on UTM coordinates conversion to county map,1,16.0
Stream Discharge,TULARE,26,1112.0
Stream Discharge,TULARE COUNTY,16,500.0
Stream Discharge,"TULARE COUNTY, CALIFORNIA",2,66.0
Stream Discharge,Tahoe,3,61.0
Stream Discharge,Tahoe County,9,230.0
Stream Discharge,"Tahoe County, California",2,72.0
Stream Discharge,Tahoe National Forest (inferred from Tuolumne County location),2,44.0
Stream Discharge,Talladega,1,9.0
Stream Discharge,Tehama,89,2320.0
Stream Discharge,Tehama County,1041,26418.0
Stream Discharge,"Tehama County, California",13,337.0
Stream Discharge,"Tehama County, California (Inferred from location context)",1,46.0
Stream Discharge,Teton County,3,84.0
Stream Discharge,"Teton County, Idaho",2,51.0
Stream Discharge,"Teton County, WY",2,55.0
Stream Discharge,"Teton County, Wyoming",4,120.0
Stream Discharge,Thermopolis,1,8.0
Stream Discharge,"Tillamook, Oregon",3,49.0
Stream Discharge,"Tolovana County, Oregon",2,44.0
Stream Discharge,Tooele County,6,189.0
Stream Discharge,"Tooele County, Utah",9,264.0
Stream Discharge,"Tooele County, Utah (near Collinston)",2,73.0
Stream Discharge,Trinity,31,747.0
Stream Discharge,Trinity County,975,26713.0
Stream Discharge,"Trinity County, CA",1,51.0
Stream Discharge,"Trinity County, California",64,1905.0
Stream Discharge,Truckee,1,38.0
Stream Discharge,Tulare,243,6230.0
Stream Discharge,Tulare County,3490,88306.0
Stream Discharge,"Tulare County, CA",1,33.0
Stream Discharge,"Tulare County, Calif.",1,36.0
Stream Discharge,"Tulare County, California",48,1391.0
Stream Discharge,"Tulare County, California (based on the township and range information)",2,37.0
Stream Discharge,Tuolumne,106,2678.0
Stream Discharge,Tuolumne County,1311,35663.0
Stream Discharge,"Tuolumne County, California",38,845.0
Stream Discharge,"Tuolumne County, Stanislaus",1,36.0
Stream Discharge,Uinta County,1,23.0
Stream Discharge,"Uinta County, Utah",2,26.0
Stream Discharge,"Uinta County, WY",4,184.0
Stream Discharge,"Uinta County, Wyoming",12,195.0
Stream Discharge,Uintah County,19,470.0
Stream Discharge,"Uintah County, UT",1,22.0
Stream Discharge,"Uintah County, Utah",27,601.0
Stream Discharge,"Uintah County, Wyoming (approximate based on location)",4,44.0
Stream Discharge,Umatilla County,8,216.0
Stream Discharge,"Umatilla County, Oregon",2,44.0
Stream Discharge,"Unita County, WY",1,22.0
Stream Discharge,Unknown,346,9083.0
Stream Discharge,Unknown (Ariz.),2,45.0
Stream Discharge,Unknown (California),2,27.0
Stream Discharge,Unknown (Data not provided),2,66.0
Stream Discharge,"Unknown (Jensen, Utah)",2,52.0
Stream Discharge,Unknown (Not in California),1,70.0
Stream Discharge,Unknown (Oreg.),5,94.0
Stream Discharge,Unknown (Oregon),3,48.0
Stream Discharge,Unknown (likely within Northern California based on Redwood Creek's location),1,0.0
Stream Discharge,Unknown - Estuary in California,2,12.0
Stream Discharge,Unknown California County,2,91.0
Stream Discharge,Unknown Counties in California based on location details,2,13.0
Stream Discharge,Unknown County,1,12.0
Stream Discharge,Unknown County (based on California location inference),1,22.0
Stream Discharge,Unknown County in California,5,220.0
Stream Discharge,"Unknown County, California",3,62.0
