id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,data_source,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review,lat_combined,lon_combined,lat_source_col,lon_source_col,coord_source,in_california
1276,69,,,39.0865,-108.4544,"Above Station Near Palisade, Colorado to Grand Valley, Colorado",[],Colorado River,Mesa County,,1897-09/30/1933,Daily,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",Stream Discharge,"['diversions', 'Colorado River', 'discharge']",main,1276_69,39.0865,-108.4544,Stream discharge,,1897,1933,[1897 1909 1933],MULTI_YEARS_OR_RANGES,,False,39.0865,-108.4544,actual_latitude,actual_longitude,actual,False
1276,69,,,39.0865,-108.4544,"Near Palisade, Colorado",[],Government High-Line Canal,Mesa County,,1915-09/30/1933,Daily,{'Discharge': 'second-feet'},Stream Discharge,"['Government high-line canal', 'diversion dam', 'Palisade']",main,1276_69,39.0865,-108.4544,Stream discharge,,1915,1933,[1915 1933],EXACT_RANGE,,False,39.0865,-108.4544,actual_latitude,actual_longitude,actual,False
716,700,42.2166667,-122.3763889,42.2166667,-122.3763889,"SE+SW1 sec.32, T.38 S., R.4 E., at dam on Grizzly Creek 7 miles north of Pinehurst","['T.38 S., R.4 E., SE+SW1 sec.32']","Howard Prairie Reservoir outlet near Pinehurst, Oreg.",,"Jackson County, Oregon",07/01/1959-09/30/1959,Daily measurements from July to September 1959,cubic feet per second (cfs),Reservoir,"['Howard Prairie Reservoir', 'outlet', 'dam', 'Grizzly Creek', 'discharge']",main,716_700,42.2166667,-122.3763889,Reservoir,,1959,1959,[1959],SINGLE_YEAR,,False,42.2166667,-122.3763889,actual_latitude,actual_longitude,actual,False
4537,364,,,42.1925,-121.7331,"near Klamath Falls, Oregon",[],"Upper Klamath Lake near Klamath Falls, Oreg 328","Klamath County, Oregon",,,,,Lake,['Upper Klamath Lake'],main,4537_364,42.1925,-121.7331,,Lake,,,,UNPARSED,,True,42.1925,-121.7331,actual_latitude,actual_longitude,actual,False
2252,868,44.0,-122.5,,,"near Lorella, Oreg.",[],Miller Creek,Unknown,"Lane County, Oregon",01/01/1907-12/31/1908,Daily,"['Feet', 'Sec.-feet']",Stream Discharge,"['Discharge', 'Gage height']",main,2252_868,44.0,-122.5,Stream discharge,,1907,1912,[1907 1908 1912],MULTI_YEARS_OR_RANGES,,False,44.0,-122.5,inferred_latitude,inferred_longitude,inferred,False
251,125,,,36.106,-112.113,"near Grand Canyon, Arizona",[],Bright Angel Creek,"Coconino County, Arizona",,10/01/1935-09/30/1938,Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Runoff', 'Acre-feet']",main,251_125,36.106,-112.113,Stream discharge,,1935,1938,[1935 1938],EXACT_RANGE,,False,36.106,-112.113,actual_latitude,actual_longitude,actual,False
2913,258,38.0583,-112.9375,,,"Near Beaver, Utah",[],Beaver River,Not Applicable,"Iron County, Utah",1906-01-01-1950-12-31,Monthly,acre-feet,Stream Discharge,"['Monthly and yearly runoff', 'Beaver River near Beaver']",main,2913_258,38.0583,-112.9375,Stream discharge,,1906,1950,[1906 1950],EXACT_RANGE,,False,38.0583,-112.9375,inferred_latitude,inferred_longitude,inferred,False
2913,258,38.0583,-112.9375,,,"Near Beaver, Utah",[],Beaver River,Not Applicable,"Iron County, Utah",1906-01-01-1950-12-31,Yearly,"['cubic feet per second', 'acre-feet']","['Stream Discharge', 'Runoff']","['Yearly discharge', 'Momentary maximum', 'Mean']",main,2913_258,38.0583,-112.9375,Stream discharge,,1906,1950,[1906 1950],EXACT_RANGE,,False,38.0583,-112.9375,inferred_latitude,inferred_longitude,inferred,False
1139,178,,,42.7583,-121.7417,"Near Klamath Falls, Oregon",[],Upper Klamath Lake,Klamath County,,01/01/1906-12/31/1906,Daily,Feet,Reservoir,"['Lake', 'Gage Height']",main,1139_178,42.7583,-121.7417,Reservoir,,1906,1912,[1906 1912],EXACT_RANGE,,False,42.7583,-121.7417,actual_latitude,actual_longitude,actual,False
1139,178,,,42.1392,-121.7753,"Fourth mile below the county bridge at Keno, Oregon",[],Klamath River at Keno,Klamath County,,"May 8, 1906-June 30, 1906; July 23, 1906; September 5, 1906",Specific dates in 1906,"['Feet', 'Square Feet']",Stream Discharge,"['Discharge', 'Width', 'Area of Section']",main,1139_178,42.1392,-121.7753,Stream discharge,,1906,1906,[1906],SINGLE_YEAR,,False,42.1392,-121.7753,actual_latitude,actual_longitude,actual,False
3144,384,,,34.018333,-110.241667,"near Show Low, Ariz.","['T.7.N., R.20 E.']",Corduroy Creek,,"Gila County, Arizona",09/01/1951-09/30/1965,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}",Stream Discharge,"['stream discharge', 'gauge', 'gage height', 'flow measurement']",main,3144_384,34.018333,-110.241667,Stream discharge,,1951,1965,[1951 1965],EXACT_RANGE,,False,34.018333,-110.241667,actual_latitude,actual_longitude,actual,False
383,262,42.7675,-121.6833,,,"Near Fort Klamath, Oregon","['Sec. 35, T. 35 S., R. 141 E.']",Sand Creek,,Klamath,05/01/1918-08/07/1918,Daily,"{'Gage Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Stage-discharge relation', 'Discharge measurements', 'Rating curve']",main,383_262,42.7675,-121.6833,Stream discharge,,1918,1918,[1918],SINGLE_YEAR,,False,42.7675,-121.6833,inferred_latitude,inferred_longitude,inferred,False
383,262,42.7675,-121.6833,42.7675,-121.6833,"Near Bly, Oregon","['Sec. 35, T. 35 S., R. 141 E.']",North Fork of Sprague River,,Klamath,04/18/1917-09/30/1917; 03/27/1918-07/31/1918,Various dates in 1917 and 1918,"{'Gage Height': 'Feet', 'Discharge': None}",Stream Discharge,"['Gage', 'Vertical staff', 'Diversion dam']",main,383_262,42.7675,-121.6833,Stream discharge,,1917,1918,[1917 1918],EXACT_RANGE,,False,42.7675,-121.6833,actual_latitude,actual_longitude,actual,False
2252,823,42.7474,-121.7459,,,"Klamath Falls, Oreg.",[],Link River,,"Klamath County, Oregon",04/1908-09/1910,Monthly,"{'Discharge': 'second-feet', 'Run-off_per_square_mile': None, 'Depth_in_inches_on_drainage_area': 'inches', 'Total': 'acre-feet'}",Stream Discharge,"['Monthly discharge', 'second-feet']",main,2252_823,42.7474,-121.7459,Stream discharge,,1908,1910,[1908 1909 1910],MULTI_YEARS_OR_RANGES,,False,42.7474,-121.7459,inferred_latitude,inferred_longitude,inferred,False
2252,823,42.7474,-121.7459,,,"Near Klamath Falls, Oreg.",[],Moore Bros. Flume,,"Klamath County, Oregon",06/1910-07/1911,Discrete dates,{'Discharge': 'second-feet'},Stream Discharge,"['Discharge measurements', 'sec.-ft.']",main,2252_823,42.7474,-121.7459,Stream discharge,,1910,1911,[1910 1911],EXACT_RANGE,,False,42.7474,-121.7459,inferred_latitude,inferred_longitude,inferred,False
2252,823,36.1838,-120.02,,36.1838,"Near Brownell, Cal.",[],Lower Klamath Lake,,"Kings County, California",,,{'Elevation': 'feet above sea level'},Lake,"['Lower Klamath Lake', 'Klamath Straits']",main,2252_823,36.1838,36.1838,,Lake,,,,UNPARSED,,True,36.1838,36.1838,inferred_latitude,actual_longitude,inferred/actual,False
251,85,36.870833,-111.608333,36.870833,-111.608333,"Lees Ferry, Ariz.","['T. 40 N., R. 7 E., sec. 13']",Paris River at Lees Ferry,,"Coconino County, Arizona",10/1923-09/1938,Daily to monthly (varies with measurement method),"{'Discharge': 'second-feet', 'Runoff': {'Second-foot-days': None, 'Acre-feet': None}}",Stream Discharge,"['Discharge', 'Gage height', 'Float-area method', 'Slope-area methods']",main,251_85,36.870833,-111.608333,Stream discharge,,1923,1938,[1923 1938],EXACT_RANGE,,False,36.870833,-111.608333,actual_latitude,actual_longitude,actual,False
3048,436,,,42.116667,-120.572222,"NE sec. 10, T.40 S., R.18 E., on left bank 10 ft upstream from bridge to Drew Creek Forest Camp, 12 miles downstream from Willow Creek, 2th miles downstream from Drew Creek Dam, and 12 miles southwest of Lakeview","['T.40 S., R.18 E., NE sec. 10']",Drew Creek near Lakeview,,"Lake County, California",01/1909-09/1921 and 10/1925-09/1958,Daily (based on gage readings),"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet', 'Gage Height': 'feet'}",Stream Discharge,"['Drew Creek', 'Lakeview', 'gage height', 'water-stage recorder', 'diversion by North Drew Canal', 'Drew Reservoir']",main,3048_436,42.116667,-120.572222,Stream discharge,,1909,1958,[1909 1921 1925 1958],MULTI_YEARS_OR_RANGES,,False,42.116667,-120.572222,actual_latitude,actual_longitude,actual,False
553,379,,,42.216667,-121.8,"At Klamath Falls, Oregon near Link River Bridge","['SW1/4 sec. 32, T. 38 S., R. 9 E.']",Keno Canal,"Josephine County, Oregon",,10/01/1941-09/30/1942,Daily,Second-feet,Stream Discharge,"['Klamath Falls', 'Discharge', 'Flow']",main,553_379,42.216667,-121.8,Stream discharge,,1941,1942,[1941 1942],EXACT_RANGE,,False,42.216667,-121.8,actual_latitude,actual_longitude,actual,False
25074,19,36.1103,-112.1137,,,"Near Grand Canyon, Ariz.",[],Colorado River at Bright Angel Creek,,"Coconino County, Arizona",05/20/1927-09/30/1927,1 to 3 days between measurements,"{'Suspended_Matter': '% by weight', 'Mean_Discharge': 'second-feet', 'Suspended_Matter_Tons_Per_Day': 'tons'}",Stream Discharge,"['Suspended matter', 'Bottom samples', 'Surface samples', 'Mean discharge', 'Sediment concentration']",main,25074_19,36.1103,-112.1137,Stream discharge,,1927,1927,[1927],SINGLE_YEAR,,False,36.1103,-112.1137,inferred_latitude,inferred_longitude,inferred,False
251,187,32.825,-109.7167,,,"Near Solomonsville, Ariz.","['SE1 sec. 30, T. 6 S., R. 28 E.']",Gila River at head of Safford Valley,,"Graham County, Arizona",06/01/1914-09/30/1938,Monthly,Second-feet,Stream Discharge,"['Gila River', 'discharge', 'stream flow', 'Brown Canal']",main,251_187,32.825,-109.7167,Stream discharge,,1914,1938,[1914 1938],EXACT_RANGE,,False,32.825,-109.7167,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6694,-110.8857,,,"near Bowie, Ariz.",[],San Simon River (Creek) below fandrop detention,,"Santa Cruz County, Arizona",05/01/1955-12/31/1959,Daily or monthly figures,sq mi,Stream Discharge,"['stream', 'discharge']",main,25119_42,31.6694,-110.8857,Stream discharge,,1955,1959,[1955 1959],EXACT_RANGE,,False,31.6694,-110.8857,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6694,-110.8857,,,"near Bowie, Ariz.",[],Kennedy Tank,,"Santa Cruz County, Arizona",01/01/1945-12/31/1948,Daily or monthly figures,sq mi,Stream Discharge,"['tank', 'discharge']",main,25119_42,31.6694,-110.8857,Stream discharge,,1945,1948,[1945 1948],EXACT_RANGE,,False,31.6694,-110.8857,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6694,-110.8857,,,"near Bowie, Ariz.",[],"Gold Gulch near Bowie, Ariz.",,"Santa Cruz County, Arizona",01/01/1963-12/31/9999,Annual peaks,sq mi,Stream Discharge,"['gulch', 'discharge']",main,25119_42,31.6694,-110.8857,Stream discharge,,1963,1963,[1963],SINGLE_YEAR,,False,31.6694,-110.8857,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6694,-110.8857,,,"near Bowie, Ariz.",[],"Gold Gulch below Creighton detention dam, near Bowie",,"Santa Cruz County, Arizona",01/01/1956-12/31/1959,Daily or monthly figures,sq mi,Stream Discharge,"['gulch', 'discharge']",main,25119_42,31.6694,-110.8857,Stream discharge,,1956,1959,[1956 1959],EXACT_RANGE,,False,31.6694,-110.8857,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6694,-110.8857,,,"near Bowie, Ariz.",[],"Gold Gulch below H-X detention dam, near Bowie",,"Santa Cruz County, Arizona",01/01/1956-12/31/1959,Daily or monthly figures,sq mi,Stream Discharge,"['gulch', 'discharge']",main,25119_42,31.6694,-110.8857,Stream discharge,,1956,1959,[1956 1959],EXACT_RANGE,,False,31.6694,-110.8857,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6675,-110.8732,,,"near Solomon, Ariz.",[],"San Simon River (Creek) at Tanque, Ariz.",,"Santa Cruz County, Arizona",01/01/1957-12/31/1959,Daily or monthly figures,sq mi,Stream Discharge,"['stream', 'discharge']",main,25119_42,31.6675,-110.8732,Stream discharge,,1957,1959,[1957 1959],EXACT_RANGE,,False,31.6675,-110.8732,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6675,-110.8732,,,"near Solomon, Ariz.",[],"Goat Well Wash below drop structure, near Solomon, Ariz.",,"Santa Cruz County, Arizona",01/01/1956-12/31/1959,Daily or monthly figures,sq mi,Stream Discharge,"['wash', 'discharge']",main,25119_42,31.6675,-110.8732,Stream discharge,,1956,1959,[1956 1959],EXACT_RANGE,,False,31.6675,-110.8732,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6675,-110.8732,,,"near Solomon, Ariz.",[],"San Simon River (Creek) near Solomon (Solomonsville), Ariz.",,"Santa Cruz County, Arizona",01/01/1931-12/31/1932; 01/01/1935-12/31/9999,Daily or monthly figures,sq mi,Stream Discharge,"['stream', 'discharge']",main,25119_42,31.6675,-110.8732,Stream discharge,,1931,1935,[1931 1932 1935],MULTI_YEARS_OR_RANGES,,False,31.6675,-110.8732,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6833,-109.7011,,,"near Safford, Ariz.",[],"Lone Star Wash: Lone Star Tank, Ariz.",,"Santa Cruz County, Arizona",01/01/1945-12/31/1948,Daily or monthly figures,sq mi,Stream Discharge,"['wash', 'tank', 'discharge']",main,25119_42,31.6833,-109.7011,Stream discharge,,1945,1948,[1945 1948],EXACT_RANGE,,False,31.6833,-109.7011,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6833,-109.7011,,,"near Safford, Ariz.",[],"Deadman Creek (head of Graveyard Wash) near Safford, Ariz.",,"Santa Cruz County, Arizona",01/01/1966-12/31/9999,Daily or monthly figures,sq mi,Stream Discharge,"['creek', 'wash', 'discharge']",main,25119_42,31.6833,-109.7011,Stream discharge,,1966,1966,[1966],SINGLE_YEAR,,False,31.6833,-109.7011,inferred_latitude,inferred_longitude,inferred,False
25119,42,31.6833,-109.7011,,,"near Safford, Ariz.",[],"Gila River at Safford, Ariz.",,"Santa Cruz County, Arizona",01/01/1940-12/31/1947; 01/01/1948-12/31/1949; 01/01/1956-12/31/1965,Daily or monthly figures,sq mi,Stream Discharge,"['river', 'discharge']",main,25119_42,31.6833,-109.7011,Stream discharge,,1940,1965,[1940 1947 1948 1949 1956 1965],MULTI_YEARS_OR_RANGES,,False,31.6833,-109.7011,inferred_latitude,inferred_longitude,inferred,False
25119,42,32.4925,-109.9686,,,"near Thatcher, Ariz.",[],"Frye Creek near Thatcher, Ariz.",,"Pima County, Arizona",01/01/1966-12/31/9999,Daily or monthly figures,sq mi,Stream Discharge,"['creek', 'discharge']",main,25119_42,32.4925,-109.9686,Stream discharge,,1966,1966,[1966],SINGLE_YEAR,,False,32.4925,-109.9686,inferred_latitude,inferred_longitude,inferred,False
25119,42,32.4925,-109.9686,,,"near Thatcher, Ariz.",[],"Frye Creek Reservoir near Thatcher, Ariz.",,"Pima County, Arizona",01/01/1963-12/31/9999,Daily or monthly figures,sq mi,Reservoir,"['reservoir', 'water storage']",main,25119_42,32.4925,-109.9686,Reservoir,,1963,1963,[1963],SINGLE_YEAR,,False,32.4925,-109.9686,inferred_latitude,inferred_longitude,inferred,False
25119,42,32.4925,-109.9686,,,"near Thatcher, Ariz.",[],"Frye Creek at Thatcher, Ariz.",,"Pima County, Arizona",01/01/1963-12/31/9999,Daily or monthly figures,sq mi,Stream Discharge,"['creek', 'discharge']",main,25119_42,32.4925,-109.9686,Stream discharge,,1963,1963,[1963],SINGLE_YEAR,,False,32.4925,-109.9686,inferred_latitude,inferred_longitude,inferred,False
25119,42,32.2833,-110.7833,,,"near Peridot, Ariz.",[],"Salt Creek near Peridot, Ariz.",,"Pima County, Arizona",01/01/1964-12/31/9999,Annual peaks,sq mi,Stream Discharge,"['creek', 'discharge']",main,25119_42,32.2833,-110.7833,Stream discharge,,1964,1964,[1964],SINGLE_YEAR,,False,32.2833,-110.7833,inferred_latitude,inferred_longitude,inferred,False
25119,42,32.2833,-110.7833,,,"near Peridot, Ariz.",[],"Juniper Tank, Ariz.",,"Pima County, Arizona",01/01/1945-12/31/1948,Daily or monthly figures,sq mi,Stream Discharge,"['tank', 'discharge']",main,25119_42,32.2833,-110.7833,Stream discharge,,1945,1948,[1945 1948],EXACT_RANGE,,False,32.2833,-110.7833,inferred_latitude,inferred_longitude,inferred,False
25119,42,32.2833,-110.7833,,,"near Peridot, Ariz.",[],"San Carlos River tributary: Tufastone Tank, Ariz.",,"Pima County, Arizona",01/01/1945-12/31/1948,Daily or monthly figures,sq mi,Stream Discharge,"['tributary', 'tank', 'discharge']",main,25119_42,32.2833,-110.7833,Stream discharge,,1945,1948,[1945 1948],EXACT_RANGE,,False,32.2833,-110.7833,inferred_latitude,inferred_longitude,inferred,False
3144,209,34.7733,-111.6564,,,,[],"Gila River near Gila, N. Mex.",,,10/01/1961-09/30/1962,Daily,"{'Discharge': 'Cubic Feet Per Second', 'Total': 'Acre-Feet'}",Stream Discharge,"['Discharge', 'Cubic Feet Per Second', 'WATER YEAR', 'AC-FT']",main,3144_209,34.7733,-111.6564,Stream discharge,,1961,1962,[1961 1962],EXACT_RANGE,,False,34.7733,-111.6564,inferred_latitude,inferred_longitude,inferred,False
593,419,,,42.1167,-122.3667,"Pinehurst, Oregon, near Corral Creek and Ashland","['NW sec. 4, T. 40 S., R. 4 E.']",Little Beaver Creek,,"Jackson County, Oregon",10/01/1945-09/30/1946,Daily,second-feet,Stream Discharge,"['water-stage recorder', 'discharge', 'gage height', 'rating curve']",main,593_419,42.1167,-122.3667,Stream discharge,,1945,1946,[1945 1946],EXACT_RANGE,,False,42.1167,-122.3667,actual_latitude,actual_longitude,actual,False
2987,246,45.2333,-93.2169,,,Minnesota,[],Minn River,,Anoka,01/01/1915-12/31/1938,Annual (from 1915 to 1938),second-feet,Stream Discharge,"['discharge', 'Mississippi River Power Co.', 'flood']",main,2987_246,45.2333,-93.2169,Stream discharge,,1915,1938,[1915 1938],EXACT_RANGE,,False,45.2333,-93.2169,inferred_latitude,inferred_longitude,inferred,False
2987,246,43.0833,-89.9667,,,Wisconsin,[],Wisconsin River,,"Dells, Wisconsin",01/01/1915-12/31/1938,Annual (from 1915 to 1938),second-feet,Stream Discharge,"['discharge', 'Greater flood']",main,2987_246,43.0833,-89.9667,Stream discharge,,1915,1938,[1915 1938],EXACT_RANGE,,False,43.0833,-89.9667,inferred_latitude,inferred_longitude,inferred,False
2987,246,41.4002,-92.0563,,,Iowa,[],Mississippi River,,"Keokuk, Iowa",01/01/1878-12/31/1938,Annual (from 1878 to 1938),second-feet,Stream Discharge,"['discharge', 'Greater flood']",main,2987_246,41.4002,-92.0563,Stream discharge,,1878,1938,[1878 1912 1938],MULTI_YEARS_OR_RANGES,,False,41.4002,-92.0563,inferred_latitude,inferred_longitude,inferred,False
251,304,34.6667,-106.9167,,,"Near Rodeo, New Mexico",,San Simon Creek,,"Sandoval County, New Mexico (inferred based on location near Rodeo, N. Mex.)",10/01/1923-09/30/1925,Monthly,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",Stream Discharge,"['Discharge', 'Runoff', 'Maximum', 'Minimum', 'Mean']",main,251_304,34.6667,-106.9167,Stream discharge,,1923,1925,[1923 1925],EXACT_RANGE,,False,34.6667,-106.9167,inferred_latitude,inferred_longitude,inferred,False
1572,285,42.754,-121.738,,,"Sec. 36, T. 32 S., R. 6 E., near Fort Klamath","['T. 32 S., R. 6 E., sec. 36']",Anna Creek,Klamath County,,05/01/1927-09/30/1927,Daily and monthly,"{'Discharge': 'second-feet', 'Elevation': 'feet', 'Contents': 'acre-feet'}",Stream Discharge,"['Discharge', 'Stage', 'Gage', 'Creek']",main,1572_285,42.754,-121.738,Stream discharge,,1927,1927,[1927],SINGLE_YEAR,,False,42.754,-121.738,inferred_latitude,inferred_longitude,inferred,False
1572,285,42.3514,-122.9937,,,"NW. 1/4 sec. 9, T. 36 S., R. 5 E, near Odessa","['T. 36 S., R. 5 E, NW. 1/4 sec. 9']",Fourmile Lake Reservoir,,Jackson County,06/01/1923-09/30/1927,Monthly and occasional readings,"{'Elevation': 'feet', 'Contents': 'acre-feet'}",Reservoir,"['Elevation', 'Contents', 'Gain or loss', 'Gage']",main,1572_285,42.3514,-122.9937,Reservoir,,1923,1927,[1923 1927],EXACT_RANGE,,False,42.3514,-122.9937,inferred_latitude,inferred_longitude,inferred,False
251,260,32.8012,-110.7445,,,"near Duncan, Ariz.",[],Colmonero Canal,,Pinal County,07/20/1923-09/1927,Monthly,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Second-feet', 'Runoff']",main,251_260,32.8012,-110.7445,Stream discharge,,1923,1927,[1923 1927],EXACT_RANGE,,False,32.8012,-110.7445,inferred_latitude,inferred_longitude,inferred,False
489,347,42.1833,-122.6833,42.15,-122.5,"400 feet above short tunnel through Cascade Divide, 2 miles north of Ashland-Klamath Falls highway, and 16 miles southeast of Ashland","['NW1 sec. 29', 'SE+ sec. 20']",Keene Creek Canal near Ashland,,"Jackson County, Oregon",06/01/1923-09/30/1935,Daily,"{'Discharge': 'second-feet', 'Gage_Height': 'feet', 'Run-off': 'acre-feet'}",Irrigation,"['Keene Creek Canal', 'Hyatt Prairie Reservoir', 'Emigrant Creek', 'irrigation']",main,489_347,42.15,-122.5,Irrigation,,1923,1935,[1923 1935],EXACT_RANGE,,False,42.15,-122.5,actual_latitude,actual_longitude,actual,False
251,27,31.7,-110.5667,,,"near San Simon, Ariz.",[],San Simon Creek near San Simon,,"Pima County, Arizona",01/01/1919-12/31/1938,Annual,Discharge (assumed in cubic feet per second),Stream Discharge,"['Discharge', 'Gaging station']",main,251_27,31.7,-110.5667,Stream discharge,,1919,1938,[1919 1938],EXACT_RANGE,,False,31.7,-110.5667,inferred_latitude,inferred_longitude,inferred,False
251,27,31.7,-110.5667,,,"near Solomonsville, Ariz.",[],San Simon Creek near Solomonsville,,"Pima County, Arizona",01/01/1926-12/31/1938,Annual,Discharge (assumed in cubic feet per second),Stream Discharge,"['Discharge', 'Gaging station']",main,251_27,31.7,-110.5667,Stream discharge,,1926,1938,[1926 1938],EXACT_RANGE,,False,31.7,-110.5667,inferred_latitude,inferred_longitude,inferred,False
251,27,37.1875,-113.012,,,"at Santa Clara, Utah",[],Santa Clara River at Santa Clara,,"Washington County, Utah",01/01/1915-12/31/1916,Annual,Discharge (assumed in cubic feet per second),Stream Discharge,"['Discharge', 'Gaging station']",main,251_27,37.1875,-113.012,Stream discharge,,1915,1916,[1915 1916],EXACT_RANGE,,False,37.1875,-113.012,inferred_latitude,inferred_longitude,inferred,False
251,27,37.1889,-113.0097,,,"near Central, Utah",[],Santa Clara River near Central,,"Washington County, Utah",01/01/1909-12/31/1930,Annual,Discharge (assumed in cubic feet per second),Stream Discharge,"['Discharge', 'Gaging station']",main,251_27,37.1889,-113.0097,Stream discharge,,1909,1930,[1909 1912 1930],MULTI_YEARS_OR_RANGES,,False,37.1889,-113.0097,inferred_latitude,inferred_longitude,inferred,False
251,27,37.1875,-113.012,,,"near St. George, Utah",[],Santa Clara River near St. George,,"Washington County, Utah",01/01/1909-12/31/1914,Annual,Discharge (assumed in cubic feet per second),Stream Discharge,"['Discharge', 'Gaging station']",main,251_27,37.1875,-113.012,Stream discharge,,1909,1914,[1909 1912 1914],MULTI_YEARS_OR_RANGES,,False,37.1875,-113.012,inferred_latitude,inferred_longitude,inferred,False
251,27,32.2167,-110.9667,,,"at Tucson, Ariz.",[],Santa Cruz River at Tucson,,"Pima County, Arizona",01/01/1905-12/31/1929,Annual,Discharge (assumed in cubic feet per second),Stream Discharge,"['Discharge', 'Gaging station']",main,251_27,32.2167,-110.9667,Stream discharge,,1905,1929,[1905 1912 1929],MULTI_YEARS_OR_RANGES,,False,32.2167,-110.9667,inferred_latitude,inferred_longitude,inferred,False
2252,881,44.6833,-122.1833,,,"Near Lorella, Oregon",[],Miller Creek,,"Linn County, Oregon",10/01/1907-06/30/1912,Daily,Feet,Stream Discharge,"['gage height', 'Miller Creek', 'stream measurements']",main,2252_881,44.6833,-122.1833,Stream discharge,,1907,1912,[1907 1912],EXACT_RANGE,,False,44.6833,-122.1833,inferred_latitude,inferred_longitude,inferred,False
2913,156,,,40.0,-111.5,"Lat 40°00', long 111°30' in SW1 sec. 28, T. 9 S., R. E. at Thistle, 600 ft downstream from confluence of Soldier Fork and Thistle Creek and 21/2012 miles upstream from Diamond Fork.","['T. 9 S., R. E., SW1 sec. 28']",Spanish Fork at Thistle,,"Utah County, Utah",1908-1950,Yearly,cubic feet per second (cfs),Stream Discharge,"['discharge', 'stream', 'flow rate']",main,2913_156,40.0,-111.5,Stream discharge,,1908,1950,[1908 1950],EXACT_RANGE,,False,40.0,-111.5,actual_latitude,actual_longitude,actual,False
194,78,42.8772,-110.7167,,,"footbridge at Lincoln-Sublette County line, approximately 5 miles upstream from gaging station, 8 miles upstream from Muddy Creek, and 0.5 mile north of La Barge.",[],"Green River Near La Barge, Wyo.",Lincoln and Sublette,,10/01/1963-09/30/1964,Daily,"{'Dissolved Solids': 'ppm', 'Hardness': 'ppm', 'Specific Conductance': 'micromhos at 25°C', 'pH': None, 'Sodium Adsorption Ratio': None, 'Non-carbonate Hardness': 'as CaCO3', 'Carbonates and Bicarbonates': 'as CaCO3', 'Potassium': 'ppm', 'Sodium': 'ppm', 'Magnesium': 'ppm', 'Calcium': 'ppm', 'Iron': 'ppm', 'Silica': 'ppm', 'Mean Discharge': 'cfs'}",Stream Discharge,"['chemical analyses', 'water temperatures', 'dissolved solids', 'hardness', 'specific conductance', 'pH', 'sodium adsorption ratio', 'non-carbonate hardness', 'carbonates', 'bicarbonates', 'potassium', 'sodium', 'magnesium', 'calcium', 'iron', 'silica', 'mean discharge']",main,194_78,42.8772,-110.7167,Stream discharge,,1963,1964,[1963 1964],EXACT_RANGE,,False,42.8772,-110.7167,inferred_latitude,inferred_longitude,inferred,False
1276,80,39.0639,-108.4761,,,"Near Palisade, Colorado",[],Colorado River,,"Mesa County, Colorado","10/1917-12/1917, Yearly: 1897-1919",Monthly,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",Stream Discharge,"['diversions', 'discharge', 'runoff']",main,1276_80,39.0639,-108.4761,Stream discharge,,1897,1919,[1897 1917 1919],MULTI_YEARS_OR_RANGES,,False,39.0639,-108.4761,inferred_latitude,inferred_longitude,inferred,False
724,749,42.1481,-120.1708,42.1481,-120.1708,"Near Lakeview, Ore.",[],"North Drew Canal, Oreg., diversion by",,"Lake County, Oregon",,,,Irrigation,"['North Drew Canal', 'diversion']",main,724_749,42.1481,-120.1708,Irrigation,,,,,UNPARSED,,True,42.1481,-120.1708,actual_latitude,actual_longitude,actual,False
