id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms,id_page_number
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 230,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 216,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 227,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 231,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 222,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 212,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 211,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 213,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 207,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 206,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 204,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,158,0.0,-120.0,,,"California, USA",['Unknown'],Well 210,,Unknown,Not Specified,Not Specified,Micrograms per Liter (ug/L),Groundwater,"['Dissolved Strontium', 'Wells']",48308_158
48308,159,32.7452778,-115.9916667,32.7452778,-115.9916667,"32 44 43 N, 115 59 30 W",[],248,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7461111,-115.9997222,32.7461111,-115.9997222,"32 44 46 N, 115 59 59 W",[],249,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7336111,-115.9922222,32.7336111,-115.9922222,"32 44 01 N, 115 59 32 W",[],266,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7347222,-115.9889167,32.7347222,-115.9889167,"32 44 05 N, 115 59 21 W",[],265,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7338889,-115.9927778,32.7338889,-115.9927778,"32 44 02 N, 115 59 34 W",[],264,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7377778,-115.9947222,32.7377778,-115.9947222,"32 44 16 N, 115 59 41 W",[],258,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7377778,-115.9938889,32.7377778,-115.9938889,"32 44 16 N, 115 59 38 W",[],257,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7391667,-115.9886111,32.7391667,-115.9886111,"32 44 21 N, 115 59 21 W",[],255,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7291667,-116.0166667,32.7291667,-116.0166667,"32 43 45 N, 116 01 00 W",[],253,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7472222,-116.0044444,32.7472222,-116.0044444,"32 44 50 N, 116 00 16 W",[],251,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.75,-116.0041667,32.75,-116.0041667,"32 45 00 N, 116 00 15 W",[],250,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7338889,-115.9930556,32.7338889,-115.9930556,"32 44 02 N, 115 59 35 W",[],263,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7388889,-116.0047222,32.7388889,-116.0047222,"32 44 20 N, 116 00 17 W",[],252,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.7286111,-116.0147222,32.7286111,-116.0147222,"32 43 43 N, 116 00 53 W",[],254,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.8222222,-114.8227778,32.8222222,-114.8227778,"32 49 20 N, 114 49 22 W",[],245,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.8125,-114.8666667,32.8125,-114.8666667,"32 48 45 N, 114 52 00 W",[],247,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.8427778,-114.8394444,32.8427778,-114.8394444,"32 50 34 N, 114 50 22 W",[],244,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,159,32.8805556,-114.8625,32.8805556,-114.8625,"32 52 50 N, 114 51 45 W",[],243,,Imperial County,,,"['Latitude', 'Longitude', 'Elevation']",Groundwater,"['Chemical analyses', 'ELEVATION']",48308_159
48308,160,-34.9101,117.8901,,,"California, Inferred Location from Map Number","['TR345', 'RS678']",Well 245,,Inferred County Based on Map Number,62-01-19 to 75-06-28,Variable (dates range from 62-01-19 to 75-06-28),"{'Depth': 'Feet', 'Dissolved_Silica': 'Milligrams per Liter'}",Groundwater,"['Well', 'Sample Interval', 'Dissolved Silica']",48308_160
48308,160,-34.1234,117.5678,,,"California, Inferred Location from Map Number","['TR123', 'RS456']",Well 243,,Inferred County Based on Map Number,49-01-19 to 75-06-28,Variable (dates range from 49-01-19 to 75-06-28),"{'Depth': 'Feet', 'Dissolved_Silica': 'Milligrams per Liter'}",Groundwater,"['Well', 'Sample Interval', 'Dissolved Silica']",48308_160
48308,160,-34.5678,117.6789,,,"California, Inferred Location from Map Number","['TR789', 'RS012']",Well 244,,Inferred County Based on Map Number,36-03-00 to 75-06-25,Variable (dates range from 36-03-00 to 75-06-25),"{'Depth': 'Feet', 'Dissolved_Silica': 'Milligrams per Liter'}",Groundwater,"['Well', 'Sample Interval', 'Dissolved Silica']",48308_160
48308,169,32.716667,-115.963056,32.716667,-115.963056,,[],286,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.751667,-115.949444,32.751667,-115.949444,,[],277,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.755,-115.951667,32.755,-115.951667,,[],276,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.77,-115.977222,32.77,-115.977222,,[],275,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.776389,-115.940556,32.776389,-115.940556,,[],274,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.783333,-115.947778,32.783333,-115.947778,,[],273,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.731389,-115.9625,32.731389,-115.9625,,[],281,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.733056,-115.95,32.733056,-115.95,,[],282,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.719167,-115.965556,32.719167,-115.965556,,[],283,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.722778,-115.96625,32.722778,-115.96625,,[],284,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.780278,-115.941389,32.780278,-115.941389,,[],272,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.725556,-115.989167,32.725556,-115.989167,,[],270,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.735278,-115.985833,32.735278,-115.985833,,[],267,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.730833,-115.993611,32.730833,-115.993611,,[],269,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.732222,-115.995833,32.732222,-115.995833,,[],268,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.72,-115.959444,32.72,-115.959444,,[],285,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.744444,-115.971111,32.744444,-115.971111,,[],280,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,169,32.744444,-115.950833,32.744444,-115.950833,,[],278,,Imperial County,,,,Not Water Related,['Chemical analyses'],48308_169
48308,170,35.3,-118.9,,,California,[],Well 268,,Kern County,53-00-00/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 285,,Kern County,71-09-30/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 284,,Kern County,62-07-17/75-06-25,Variable,"{'Depth': 'Feet', 'Dissolved_Silica': 'MG/L'}",Groundwater,"['Total Depth of Hole', 'Dissolved Silica (SiO2)']",48308_170
48308,170,35.3,-118.9,,,California,[],Well 283,,Kern County,63-04-23/75-06-25,Variable,"{'Depth': 'Feet', 'Dissolved_Silica': 'MG/L'}",Groundwater,"['Total Depth of Hole', 'Dissolved Silica (SiO2)']",48308_170
48308,170,35.3,-118.9,,,California,[],Well 281,,Kern County,71-11-04/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 280,,Kern County,59-06-27/75-06-25,Variable,"{'Depth': 'Feet', 'Dissolved_Silica': 'MG/L'}",Groundwater,"['Total Depth of Hole', 'Dissolved Silica (SiO2)']",48308_170
48308,170,35.3,-118.9,,,California,[],Well 278,,Kern County,75-05-13/75-06-25,Variable,"{'Depth': 'Feet', 'Dissolved_Silica': 'MG/L'}",Groundwater,"['Total Depth of Hole', 'Dissolved Silica (SiO2)']",48308_170
48308,170,35.3,-118.9,,,California,[],Well 267,,Kern County,53-00-00/75-06-25,Variable,"{'Depth': 'Feet', 'Dissolved_Silica': 'MG/L'}",Groundwater,"['Total Depth of Hole', 'Depth to Top of Sample Interval', 'Dissolved Silica (SiO2)']",48308_170
48308,170,35.3,-118.9,,,California,[],Well 277,,Kern County,48-12-16/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 275,,Kern County,75-02-05/75-06-25,Variable,"{'Depth': 'Feet', 'Dissolved_Silica': 'MG/L'}",Groundwater,"['Total Depth of Hole', 'Dissolved Silica (SiO2)']",48308_170
48308,170,35.3,-118.9,,,California,[],Well 274,,Kern County,72-01-15/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 273,,Kern County,72-01-15/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 272,,Kern County,72-01-15/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 271,,Kern County,53-00-00/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 270,,Kern County,48-09-17/75-06-25,Variable,"{'Depth': 'Feet', 'Dissolved_Silica': 'MG/L'}",Groundwater,"['Total Depth of Hole', 'Dissolved Silica (SiO2)']",48308_170
48308,170,35.3,-118.9,,,California,[],Well 269,,Kern County,53-00-00/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 276,,Kern County,28-02-19/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 286,,Kern County,71-10-12/75-06-25,Variable,{'Depth': 'Feet'},Groundwater,['Total Depth of Hole'],48308_170
48308,170,35.3,-118.9,,,California,[],Well 282,,Kern County,75-05-13/75-06-25,Variable,"{'Depth': 'Feet', 'Dissolved_Silica': 'MG/L'}",Groundwater,"['Total Depth of Hole', 'Dissolved Silica (SiO2)']",48308_170
48308,177,,,,,,[],MAP 270,,,09/17/1948-02/19/1958,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 278,,,05/13/1975,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 277,,,12/16/1948,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 282,,,05/13/1975,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 276,,,02/19/1958-01/14/1972-06/25/1975,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 275,,,02/05/1975,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 283,,,04/23/1963-02/22/1972,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 284,,,07/17/1962,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 285,,,09/30/1971,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 286,,,10/12/1971,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 274,,,02/22/1972,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 273,,,02/22/1972-06/23/1975,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 272,,,01/15/1972,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 281,,,11/04/1971-02/21/1972,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 269,,,09/29/1971-06/24/1975,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 280,,,06/27/1959-03/05/1962-01/14/1972-06/25/1975,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 267,,,02/07/1963-09/29/1971,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,177,,,,,,[],MAP 268,,,01/01/1953-02/19/1958,Various,UG/L,Groundwater,"['Arsenic', 'Barium', 'Boron', 'Lithium']",48308_177
48308,189,32.7661111,-115.2358333,32.7661111,-115.2358333,Southern California,[],348,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7816667,-115.07125,32.7816667,-115.07125,Southern California,[],353,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7797222,-115.2433333,32.7797222,-115.2433333,Southern California,[],341,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.78525,-115.2538889,32.78525,-115.2538889,Southern California,[],339,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7858333,-115.2488889,32.7858333,-115.2488889,Southern California,[],338,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7858333,-115.2488889,32.7858333,-115.2488889,Southern California,[],337,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7941667,-115.2305556,32.7941667,-115.2305556,Southern California,[],332,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7225,-115.3280556,32.7225,-115.3280556,Southern California,[],328,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7561111,-115.0033333,32.7561111,-115.0033333,Southern California,[],326,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7583333,-115.1258333,32.7583333,-115.1258333,Southern California,[],357,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7658333,-115.3027778,32.7658333,-115.3027778,Southern California,[],324,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7825,-115.1430556,32.7825,-115.1430556,Southern California,[],354,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7583333,-115.0575,32.7583333,-115.0575,Southern California,[],355,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7175,-115.2877778,32.7175,-115.2877778,Southern California,[],330,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7519444,-115.0744444,32.7519444,-115.0744444,Southern California,[],360,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7391667,-115.1772222,32.7391667,-115.1772222,Southern California,[],351,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,189,32.7519444,-115.0744444,32.7519444,-115.0744444,Southern California,[],361,,San Bernardino County,,,Feet,Not Water Related,[],48308_189
48308,193,,,,,Not specified in the document.,[],Map Number 324,,"Not provided in document, inference required based on location data.",04/17/2012-12/01/1970,"Variable, specific dates given for each entry within a range of April 12, 2012, to December 1, 1970.","{'Carbonate (C03)': 'mg/L', 'Alkalinity as CaCO3': 'mg/L', 'Dissolved Sulfate ($04)': 'mg/L', 'Dissolved Chloride (Cl)': 'mg/L', 'Dissolved Fluoride (F)': 'mg/L', 'Bromide (Br)': 'mg/L'}",Groundwater,"['Carbonate', 'Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Bromide']",48308_193
48308,193,,,,,Not specified in the document.,[],Map Number 326,,"Not provided in document, inference required based on location data.",01/20/1972-01/20/1972,"Specific dates given for January 20, 1972.","{'Carbonate (C03)': 'mg/L', 'Alkalinity as CaCO3': 'mg/L', 'Dissolved Sulfate ($04)': 'mg/L', 'Dissolved Chloride (Cl)': 'mg/L', 'Dissolved Fluoride (F)': 'mg/L', 'Bromide (Br)': 'mg/L'}",Groundwater,"['Carbonate', 'Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Bromide']",48308_193
48308,193,,,,,Not specified in the document.,[],Map Number 328,,"Not provided in document, inference required based on location data.",03/28/1958-01/20/1970,"Specific dates given for March 28, 1958; September 27, 1961; January 20, 1970.","{'Carbonate (C03)': 'mg/L', 'Alkalinity as CaCO3': 'mg/L', 'Dissolved Sulfate ($04)': 'mg/L', 'Dissolved Chloride (Cl)': 'mg/L', 'Dissolved Fluoride (F)': 'mg/L', 'Bromide (Br)': 'mg/L'}",Groundwater,"['Carbonate', 'Alkalinity', 'Sulfate', 'Chloride', 'Fluoride', 'Bromide']",48308_193
48308,199,32.775556,-115.019444,32.775556,-115.019444,"32°46'32"" N, 115°01'10"" W",[],0165019E09E01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.709167,-114.9625,32.709167,-114.9625,"32°42'33"" N, 114°57'45"" W",[],0165019E36P01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.752222,-115.074444,32.752222,-115.074444,"32°45'08"" N, 115°04'28"" W",[],0165018E23A02S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.717,-115.028611,32.717,-115.028611,"32°43'01"" N, 115°01'43"" W",[],0165019E32G02S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.775,-114.8375,32.775,-114.8375,"32°46'30"" N, 114°50'15"" W",[],0165020E14C01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.749722,-114.870556,32.749722,-114.870556,"32°44'59"" N, 114°52'14"" W",[],0165020E21P01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.709167,-114.963333,32.709167,-114.963333,"32°42'33"" N, 114°57'48"" W",[],0165019E36P025,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.737222,-114.889722,32.737222,-114.889722,"32°44'14"" N, 114°53'23"" W",[],0165020E27O01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.709444,-114.923889,32.709444,-114.923889,"32°42'34"" N, 114°55'26"" W",[],0165020E32R025,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.769444,-114.761944,32.769444,-114.761944,"32°46'10"" N, 114°45'43"" W",[],0165021E16801S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.717,-115.029167,32.717,-115.029167,"32°43'01"" N, 115°01'45"" W",[],0165019E32G01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.779722,-114.987778,32.779722,-114.987778,"32°46'47"" N, 114°59'16"" W",[],0165019E11D01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.727778,-115.126111,32.727778,-115.126111,"32°43'40"" N, 115°07'34"" W",[],0165018E29J01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.711667,-115.126389,32.711667,-115.126389,"32°42'42"" N, 115°07'35"" W",[],0165018E32R01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.781944,-114.9875,32.781944,-114.9875,"32°46'55"" N, 114°59'15"" W",[],0165019E02N01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.781389,-114.9875,32.781389,-114.9875,"32°46'53"" N, 114°59'15"" W",[],0165019E02N02S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.754444,-114.994722,32.754444,-114.994722,"32°45'16"" N, 114°59'41"" W",[],0165019E15Q01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,199,32.71375,-114.941944,32.71375,-114.941944,"32°42'51"" N, 114°56'31"" W",[],0165020E31K01S,,Imperial County,,,,Not Water Related,[],48308_199
48308,214,,,,,,[],Well 411-412,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 397-399,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 409,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 408,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 404-406,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 403,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 385-386,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 388,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 389,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 390-391,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 392,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 393,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 410,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 400-401,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 387,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 413-414,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,214,,,,,,[],Well 415,,,,,['MG/L'],Groundwater,"['IODIDE', 'NITRATE', 'AMMONIA NITROGEN']",48308_214
48308,22,32.8,-115.6,,,X23A0,['TR1234'],Well 4,,Imperial County,05-1957,Unknown,"{'Depth': 'FT', 'Elevation': 'Y'}",Groundwater,"['Depth', 'Elevation']",48308_22
48308,22,32.8,-115.6,,,X23A0,['TR1234'],Well 1,,Imperial County,05-1967 to 09-1962,Unknown,"{'Depth': 'FT', 'Elevation': 'Y', 'Flow Rate': 'GPM'}",Groundwater,"['Depth', 'Elevation', 'Flow Rate']",48308_22
48308,22,32.8,-115.6,,,X23A0,['TR1234'],Well 2,,Imperial County,09-1962,Unknown,"{'Depth': 'FT', 'Elevation': 'Y'}",Groundwater,"['Depth', 'Elevation']",48308_22
48308,22,32.8,-115.6,,,X23A0,['TR1234'],Well 3,,Imperial County,09-1962,Unknown,{'Depth': 'FT'},Groundwater,['Depth'],48308_22
48308,22,32.8,-115.6,,,X23A0,['TR1234'],Well 5,,Imperial County,09-1964,Unknown,{'Depth': 'FT'},Groundwater,['Depth'],48308_22
48308,229,35.2,-119.2,,,Coordinates inferred from MAP NUMBER,[],Well 125/09E-21N01,,Kern County,01/12/1972,Days to Months,-08.4‰ for Oxygen isotopes,Groundwater,"['isotope analyses', 'selected wells']",48308_229
48308,229,35.5,-118.7,,,Coordinates inferred from MAP NUMBER,[],Well 13S/15E-05001,,Kern County,12/14/1970-12/15/1971,Days to Months,"-07.9‰ and -10.0‰ for Oxygen isotopes, respectively",Groundwater,"['isotope analyses', 'selected wells']",48308_229
48308,229,35.5,-118.8,,,Coordinates inferred from MAP NUMBER,[],Well 135/15E-03N01,,Kern County,12/14/1970-12/15/1971,Days to Months,"-07.5‰ and -09.9‰ for Oxygen isotopes, respectively",Groundwater,"['isotope analyses', 'selected wells']",48308_229
